sha256,count,sample_paths
53280fb6ba7bc2ff2f7866e333747d06625db1d6bc1bf2438aa1c85eb81def04,2,results/extracted/merged_recovery_package/merged/updated_claim_evidence_checklist.csv | results/final_merged/updated_claim_evidence_checklist.csv
0f056094a30f8258c60cb6c02c3a48b541a0693bd39f99ab20fbb7c2c7d2ef31,2,results/extracted/merged_recovery_package/recovery_addition/11_dojo_recovery_status.csv | results/extracted/recovery_analysis/11_dojo_recovery_status.csv
7060a9036d97c458f85fa0780b8f1796a18d12b5d3cdb2ba210ba27d1ce57c37,2,results/extracted/merged_recovery_package/recovery_addition/14_tau_glm_recovery_status.csv | results/extracted/recovery_analysis/14_tau_glm_recovery_status.csv
91d4d5c6ebffb53f363ddbfff2e1301112292a5b8f6ccdf06327a6e06d3dbc6c,2,results/extracted/merged_recovery_package/recovery_addition/20_recovery_summary.csv | results/extracted/recovery_analysis/20_recovery_summary.csv
83b4d6be0987049c1a9128e42e97e8fefc93035cb0fe3a154e2ca53df219bf3a,2,results/extracted/merged_recovery_package/recovery_addition/20_recovery_unified_evidence.csv | results/extracted/recovery_analysis/20_recovery_unified_evidence.csv
0e91a3d513684aa6b8c5a727831a5b6f45fefafeea8d58db48e23f20dcda93cf,2,results/extracted/merged_recovery_package/recovery_addition/20_tau_merged_cases.csv | results/extracted/recovery_analysis/20_tau_merged_cases.csv
f3e0b096be614dd886803ba8a5847c74a4420ebbad7601a0fd979b37838ddc65,2,results/extracted/merged_recovery_package/recovery_addition/22_recovery_claim_checklist.csv | results/extracted/recovery_analysis/22_recovery_claim_checklist.csv
b783714fb4d577804545a11909e3f918eccb22255cb6ce8a3230e3675ee2f625,2,results/extracted/stage_archives_extracted/NTX_Q1_05_FROZEN_RUNTIME_ABLATION_RESULTS/exp05_cross_model_disagreements.csv | results/extracted/wave2/exp05_cross_model_disagreements.csv
4fb570fabdda72400aeacd40f811d09c0d15d616db06b23ab42aad099cb47b8d,2,results/extracted/stage_archives_extracted/NTX_Q1_05_FROZEN_RUNTIME_ABLATION_RESULTS/exp05_paired_transitions.csv | results/extracted/wave2/exp05_paired_transitions.csv
776cd63e28052bf8a6f09b1446202212cc599102402a802d44022aad3364008f,2,results/extracted/stage_archives_extracted/NTX_Q1_05_FROZEN_RUNTIME_ABLATION_RESULTS/exp05_qwen_changed_cases.csv | results/extracted/wave2/exp05_qwen_changed_cases.csv
67c1e926b8a695d4fda490830d08825a1b913062c5511ce8efe81c43d1d6af6f,2,results/extracted/stage_archives_extracted/NTX_Q1_06_METAMORPHIC_ATTACK_LAB_RESULTS/exp06_detector_summary.csv | results/extracted/wave2/exp06_detector_summary.csv
326924aa068cda7870f3f492d40c6d6623d7c969fa5ce7f1faf11b7702c2ba8c,2,results/extracted/stage_archives_extracted/NTX_Q1_06_METAMORPHIC_ATTACK_LAB_RESULTS/exp06_family_metrics.csv | results/extracted/wave2/exp06_family_metrics.csv
a94897567b89c768f8e5a344a296ed8d80a3190078126a341c95722e36f6dd96,2,results/extracted/stage_archives_extracted/NTX_Q1_06_METAMORPHIC_ATTACK_LAB_RESULTS/exp06_vendor_year_collision_regression.csv | results/extracted/wave2/exp06_vendor_year_collision_regression.csv
03db8532b146ef5e7570407bd077dd05920137daecc11539d39e24412ca08ab0,2,results/extracted/stage_archives_extracted/NTX_Q1_07_VERIFIED_EXECUTION_BROKER_V2_RESULTS/exp07_randomized_attack_summary.csv | results/extracted/wave2/exp07_randomized_attack_summary.csv
180ea8767e2db71432f74fd3daf7eb82aafaf664cbcd95ac11b9ebb71569b72d,2,results/extracted/stage_archives_extracted/NTX_Q1_07_VERIFIED_EXECUTION_BROKER_V2_RESULTS/exp07_randomized_attack_trials.csv | results/extracted/wave2/exp07_randomized_attack_trials.csv
bea0b49dc5821cdda0a5b4951f83bf5e4fa4608723b6006d1458917b3f294236,2,results/extracted/stage_archives_extracted/NTX_Q1_08_RISK_CALIBRATED_AUTHORIZATION_RESULTS/exp08_gpt_transfer.csv | results/extracted/wave2/exp08_gpt_transfer.csv
be587092a7c305ea89a7ac7379a507e740e1aa107117a61e862eef2db34241cf,2,results/extracted/stage_archives_extracted/NTX_Q1_08_RISK_CALIBRATED_AUTHORIZATION_RESULTS/exp08_test_policy_comparison.csv | results/extracted/wave2/exp08_test_policy_comparison.csv
a289b61ec8dbf6ca79a96583bcc14c4ea5b2e06a39072e62e4416a7493824b5e,2,results/extracted/stage_archives_extracted/NTX_Q1_08_RISK_CALIBRATED_AUTHORIZATION_RESULTS/exp08_test_slices.csv | results/extracted/wave2/exp08_test_slices.csv
b406225d17e1bde3c7a6d9477341c622ee5ae6cad6f7a9dd14bad5fb89aa2a51,2,results/extracted/stage_archives_extracted/NTX_Q1_09_ANCHOR_LOCK_V3_RESULTS/exp09_anchor_v3_attack_recall.png | results/extracted/wave3/exp09_anchor_v3_attack_recall.png
2762a0bf9a72a890e60cf4665b1aad7f11c872325e07831ecf1fdfff426a8822,2,results/extracted/stage_archives_extracted/NTX_Q1_09_ANCHOR_LOCK_V3_RESULTS/exp09_frozen2000_v3_audit.csv | results/extracted/wave3/exp09_frozen2000_v3_audit.csv
a6e9516ad5a98c7d191e52589aba4f0aabd807556c70cca177d2b442769e4836,2,results/extracted/stage_archives_extracted/NTX_Q1_09_ANCHOR_LOCK_V3_RESULTS/exp09_frozen_source_hashes.csv | results/extracted/wave3/exp09_frozen_source_hashes.csv
7119a9a9e5fc5a9d7bf9ebd5f7b1c6e43718a90ac19698a359f5839965991e25,2,results/extracted/stage_archives_extracted/NTX_Q1_09_ANCHOR_LOCK_V3_RESULTS/exp09_group_bootstrap.csv | results/extracted/wave3/exp09_group_bootstrap.csv
4568039f24deb41b7e980ae5274de1d25751e0f9014b619832d54d42e843d0b6,2,results/extracted/stage_archives_extracted/NTX_Q1_09_ANCHOR_LOCK_V3_RESULTS/exp09_group_bootstrap_ci.csv | results/extracted/wave3/exp09_group_bootstrap_ci.csv
5fce95ff9918c329b3d1ebcc4f63c9f83f8d91f73ef2791de307dce4d43e5e1b,2,results/extracted/stage_archives_extracted/NTX_Q1_09_ANCHOR_LOCK_V3_RESULTS/exp09_surface_invariance.csv | results/extracted/wave3/exp09_surface_invariance.csv
8fe26b61cca2ff612ad01d1e660a11e614f49ff347d947fbf7394ec55c044619,2,results/extracted/stage_archives_extracted/NTX_Q1_09_ANCHOR_LOCK_V3_RESULTS/exp09_targeted_regressions.csv | results/extracted/wave3/exp09_targeted_regressions.csv
1a39965ec743782566a5043fcb278dbd2f1f3cc9a3d52c575adeff78259262c2,2,results/extracted/stage_archives_extracted/NTX_Q1_13_UNIFIED_MULTIBENCHMARK_META_RESULTS/exp13_claim_evidence_checklist.csv | results/extracted/wave3/exp13_claim_evidence_checklist.csv
6e80771d781fd2708cd710b9068316fcf3aab1c37b62c83f24d5404fc1221dbc,2,results/extracted/stage_archives_extracted/NTX_Q1_13_UNIFIED_MULTIBENCHMARK_META_RESULTS/exp13_input_zip_status.csv | results/extracted/wave3/exp13_input_zip_status.csv
b783d57d0150ce9a99fdccb8a4f35b425cad958aae410efbace36db8c90a067a,2,results/extracted/stage_archives_extracted/NTX_Q1_13_UNIFIED_MULTIBENCHMARK_META_RESULTS/exp13_internal_reference.csv | results/extracted/wave3/exp13_internal_reference.csv
147c492b397e3f7ed1e4c4ab5ad379172234958a897dacb081dea9f7067518d6,2,results/extracted/stage_archives_extracted/NTX_Q1_13_UNIFIED_MULTIBENCHMARK_META_RESULTS/exp13_multibenchmark_matrix.png | results/extracted/wave3/exp13_multibenchmark_matrix.png
8c8b4eedb4f1c77046343bda1558f5f25ad101331e7367c4abe5e79eb1f84ae9,2,results/extracted/stage_archives_extracted/NTX_Q1_13_UNIFIED_MULTIBENCHMARK_META_RESULTS/exp13_per_benchmark_ranking.csv | results/extracted/wave3/exp13_per_benchmark_ranking.csv
11a4d06d1ede19deffce0f211346d7f2a453232f54cde680684606c072c70bd8,2,results/extracted/stage_archives_extracted/NTX_Q1_13_UNIFIED_MULTIBENCHMARK_META_RESULTS/exp13_unified_evidence_matrix.csv | results/extracted/wave3/exp13_unified_evidence_matrix.csv
ed1b96891f0db0904983cc0656ba483440966e3ff6be162058026b5ec2c77f09,2,results/final_merged/NTX_RESULTS_MERGED_WITH_RECOVERY.zip | results/final_merged/NTX_RESULTS_MERGED_WITH_RECOVERY_latest_copy.zip
86640e3dbce23e76ceeb71cfe84c3aeddce3207b6293f027261c8f9af451210d,2,results/local_t4_latest/paper_integration/local_model_status.csv | results/local_t4_latest/results/10_model_run_status.csv
89bfdd7454f7cc7159122c08c45e2a064966a3df5c23838d54bda5d9b9cd05db,2,results/local_t4_latest/raw_benchmark_outputs/bfcl/granite33_2b/20260914_123655/agentic/memory/kv/memory_snapshot/notetaker_final.json | results/local_t4_latest/raw_benchmark_outputs/bfcl/granite33_2b/20260914_123655/agentic/memory/kv/memory_snapshot/prereq_checkpoints/memory_kv_prereq_35-notetaker-3.json
17f45689a8dfcdbb8f1ca1710fc3bf0bd7878036e4af37aa8aef40df394589b6,2,results/local_t4_latest/raw_benchmark_outputs/bfcl/granite33_2b/20260914_123655/agentic/memory/rec_sum/memory_snapshot/notetaker_final.json | results/local_t4_latest/raw_benchmark_outputs/bfcl/granite33_2b/20260914_123655/agentic/memory/rec_sum/memory_snapshot/prereq_checkpoints/memory_rec_sum_prereq_34-notetaker-2.json
64f74edfaae598d62c55e3eac37473f2431565b8015ab206c4297e7059729f6b,2,results/local_t4_latest/raw_benchmark_outputs/bfcl/qwen25_3b/20260914_131127/agentic/memory/kv/memory_snapshot/notetaker_final.json | results/local_t4_latest/raw_benchmark_outputs/bfcl/qwen25_3b/20260914_131127/agentic/memory/kv/memory_snapshot/prereq_checkpoints/memory_kv_prereq_33-notetaker-1.json
e229dfabf2c8e2f72f704d1da929e4fd599d2c1e81fb988126df8be48d091f2e,2,results/local_t4_latest/raw_benchmark_outputs/bfcl/qwen25_3b/20260914_131127/agentic/memory/rec_sum/memory_snapshot/finance_final.json | results/local_t4_latest/raw_benchmark_outputs/bfcl/qwen25_3b/20260914_131127/agentic/memory/rec_sum/memory_snapshot/prereq_checkpoints/memory_rec_sum_prereq_16-finance-1.json
c4abd8bef176920a9d00c7f71a06a2f1cfc11d1fa66f75b545ef4dd090ea3a6f,2,results/local_t4_latest/raw_benchmark_outputs/bfcl/qwen25_3b/20260914_131127/agentic/memory/rec_sum/memory_snapshot/notetaker_final.json | results/local_t4_latest/raw_benchmark_outputs/bfcl/qwen25_3b/20260914_131127/agentic/memory/rec_sum/memory_snapshot/prereq_checkpoints/memory_rec_sum_prereq_36-notetaker-4.json
5497d90ed2122136b124ea37946bb4098b6aafa54b8a709c01951a5752bf3935,2,results/local_t4_latest/raw_benchmark_outputs/bfcl/qwen25_7b_awq/20260914_144023/agentic/memory/kv/memory_snapshot/notetaker_final.json | results/local_t4_latest/raw_benchmark_outputs/bfcl/qwen25_7b_awq/20260914_144023/agentic/memory/kv/memory_snapshot/prereq_checkpoints/memory_kv_prereq_33-notetaker-1.json
d7db0168f512ba9b733a3688ad7280a956b14885b45ed9524223fdcdc4eaa959,2,results/local_t4_latest/raw_benchmark_outputs/bfcl/qwen25_7b_awq/20260914_144023/agentic/memory/rec_sum/memory_snapshot/finance_final.json | results/local_t4_latest/raw_benchmark_outputs/bfcl/qwen25_7b_awq/20260914_144023/agentic/memory/rec_sum/memory_snapshot/prereq_checkpoints/memory_rec_sum_prereq_17-finance-2.json
bfb503a929e21cfafb899ce92f0a81ce4ef04aa84b03c28b021383abaee70d1f,2,results/local_t4_latest/raw_benchmark_outputs/bfcl/qwen25_7b_awq/20260914_144023/agentic/memory/rec_sum/memory_snapshot/notetaker_final.json | results/local_t4_latest/raw_benchmark_outputs/bfcl/qwen25_7b_awq/20260914_144023/agentic/memory/rec_sum/memory_snapshot/prereq_checkpoints/memory_rec_sum_prereq_35-notetaker-3.json
c26c04b431b537674799a08782f3db8230fc4069d102721d8ae9f7fa694c2772,2,results/local_t4_latest/raw_benchmark_outputs/bfcl/xlam2_3b/20260914_140806/agentic/memory/kv/memory_snapshot/notetaker_final.json | results/local_t4_latest/raw_benchmark_outputs/bfcl/xlam2_3b/20260914_140806/agentic/memory/kv/memory_snapshot/prereq_checkpoints/memory_kv_prereq_35-notetaker-3.json
9b9a7ccd5d9cf945dc185d3d7fd8da0fbb112a21dbf3d7385ae552294170d0ed,2,results/local_t4_latest/raw_benchmark_outputs/bfcl/xlam2_3b/20260914_140806/agentic/memory/rec_sum/memory_snapshot/finance_final.json | results/local_t4_latest/raw_benchmark_outputs/bfcl/xlam2_3b/20260914_140806/agentic/memory/rec_sum/memory_snapshot/prereq_checkpoints/memory_rec_sum_prereq_21-finance-6.json
34c92bd1f083f919ce5cae3badfaf61ddd2b5721ce130e63f805d809a42263e9,2,results/local_t4_latest/raw_benchmark_outputs/bfcl/xlam2_3b/20260914_140806/agentic/memory/rec_sum/memory_snapshot/notetaker_final.json | results/local_t4_latest/raw_benchmark_outputs/bfcl/xlam2_3b/20260914_140806/agentic/memory/rec_sum/memory_snapshot/prereq_checkpoints/memory_rec_sum_prereq_36-notetaker-4.json
b7bc0074b19a02556bed2c8897d74a2874c08b882347be26d2f5636ff5adc3e9,2,results/local_t4_latest/raw_benchmark_outputs/bfcl/xlam2_3b/20260914_140806/agentic/memory/rec_sum/memory_snapshot/prereq_checkpoints/memory_rec_sum_prereq_33-notetaker-1.json | results/local_t4_latest/raw_benchmark_outputs/bfcl/xlam2_3b/20260914_140806/agentic/memory/rec_sum/memory_snapshot/prereq_checkpoints/memory_rec_sum_prereq_34-notetaker-2.json
57b362ba77181437db0892419dc2546a8c5208d7c539370898642f1a8c58dcb3,2,results/local_t4_latest/raw_benchmark_outputs/bfcl/xlam2_3b/20260914_140806/agentic/memory/vector/memory_snapshot/notetaker_final.json | results/local_t4_latest/raw_benchmark_outputs/bfcl/xlam2_3b/20260914_140806/agentic/memory/vector/memory_snapshot/prereq_checkpoints/memory_vector_prereq_33-notetaker-1.json
5eee3ee50396dee5e42c222aca0fdcd41a17acde513a24082460c6580d46c9ed,2,results/local_t4_latest/raw_benchmark_outputs/tau/granite33_2b/airline/artifacts/task_0/sim_150c8b5a-1fea-4da3-9606-10b2ee4f38d6/sim_status.json | results/local_t4_latest/raw_benchmark_outputs/tau/granite33_2b/retail/artifacts/task_0/sim_f9a0b48a-f9a3-43d8-b334-67dcc5268498/sim_status.json
d121c3eebdf1dd5bbc8710f9d9bb09e7142f6cfd2968b0549c6eba07777a6e01,2,results/local_t4_latest/results/dojo_granite33_2b.csv | results/local_t4_latest/results/dojo_granite33_2b_banking.csv
febeab7d90196fdb41589685c70b2443d0f28297fb66228920edcb1baf511eb0,2,results/local_t4_latest/results/dojo_qwen25_3b.csv | results/local_t4_latest/results/dojo_qwen25_3b_banking.csv
59a9ed93fe59ee1007fe3520f89679c875fba1a10f5ce4985c32c4498d707832,2,results/local_t4_latest/results/dojo_status_granite33_2b.csv | results/local_t4_latest/results/dojo_status_qwen25_3b.csv
833312215b08016a552588b3156c1504892a74026d1603be083e1737688706cb,2,results/post_2026_09_14_raw_archives/NTX_Q1_01_Anchor_Stress_RESULTS.zip | results/stage_results/01_Anchor_Stress_RESULTS.zip
5d7f6a472b4eff24cafd237e14309448a51da85bfb9c0a55b81c69cd5751af9d,2,results/post_2026_09_14_raw_archives/NTX_Q1_02_SIL_IIEA_ABLATION_RESULTS.zip | results/stage_results/02_SIL_IIEA_ABLATION_RESULTS.zip
ba2b128b0bdc08cbb3515117803d0c9b5b6b7698d50279477fb2882b12d99131,2,results/post_2026_09_14_raw_archives/NTX_Q1_05_FROZEN_RUNTIME_ABLATION_RESULTS.zip | results/stage_results/05_FROZEN_RUNTIME_ABLATION_RESULTS.zip
c7cf9ca153681501f26928694944d9c51aacbfbac4892fc458bd1c4d0a3c8035,2,results/post_2026_09_14_raw_archives/NTX_Q1_06_METAMORPHIC_ATTACK_LAB_RESULTS.zip | results/stage_results/06_METAMORPHIC_ATTACK_LAB_RESULTS.zip
e63ff295876b46fece61258fe99b252eee2feb612abe39b73a9adf5c0eae2a0e,2,results/post_2026_09_14_raw_archives/NTX_Q1_07_VERIFIED_EXECUTION_BROKER_V2_RESULTS.zip | results/stage_results/07_VERIFIED_EXECUTION_BROKER_V2_RESULTS.zip
31f093e055052f199853a354fab08a19e98ebd4bcdf416822cc3f717f1698bba,2,results/post_2026_09_14_raw_archives/NTX_Q1_08_RISK_CALIBRATED_AUTHORIZATION_RESULTS.zip | results/stage_results/08_RISK_CALIBRATED_AUTHORIZATION_RESULTS.zip
