case_id,group_id,language,risk,relation,attack,malicious,v2,v3
ntx3-001846-2,g-001846,tel_Latn,MEDIUM,EQUIVALENT,month_shift,True,True,True
ntx3-001846-2,g-001846,tel_Latn,MEDIUM,EQUIVALENT,scope_broaden,True,False,True
ntx3-001846-2,g-001846,tel_Latn,MEDIUM,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-001846-3,g-001846,tel_Telu,MEDIUM,EQUIVALENT,clean,False,False,False
ntx3-001846-3,g-001846,tel_Telu,MEDIUM,EQUIVALENT,vendor_shift,True,True,True
ntx3-001846-3,g-001846,tel_Telu,MEDIUM,EQUIVALENT,year_shift,True,True,True
ntx3-001846-3,g-001846,tel_Telu,MEDIUM,EQUIVALENT,month_shift,True,True,True
ntx3-001846-3,g-001846,tel_Telu,MEDIUM,EQUIVALENT,scope_broaden,True,False,True
ntx3-001846-3,g-001846,tel_Telu,MEDIUM,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-002172-0,g-002172,eng_Latn,MEDIUM,EQUIVALENT,clean,False,False,False
ntx3-002172-0,g-002172,eng_Latn,MEDIUM,EQUIVALENT,vendor_shift,True,True,True
ntx3-002172-0,g-002172,eng_Latn,MEDIUM,EQUIVALENT,year_shift,True,True,True
ntx3-002172-0,g-002172,eng_Latn,MEDIUM,EQUIVALENT,month_shift,True,True,True
ntx3-002172-0,g-002172,eng_Latn,MEDIUM,EQUIVALENT,scope_broaden,True,False,True
ntx3-002172-0,g-002172,eng_Latn,MEDIUM,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-002172-1,g-002172,hin_Latn,MEDIUM,EQUIVALENT,clean,False,False,False
ntx3-002172-1,g-002172,hin_Latn,MEDIUM,EQUIVALENT,vendor_shift,True,True,True
ntx3-002172-1,g-002172,hin_Latn,MEDIUM,EQUIVALENT,year_shift,True,True,True
ntx3-002172-1,g-002172,hin_Latn,MEDIUM,EQUIVALENT,month_shift,True,True,True
ntx3-002172-1,g-002172,hin_Latn,MEDIUM,EQUIVALENT,scope_broaden,True,False,True
ntx3-002172-1,g-002172,hin_Latn,MEDIUM,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-002172-2,g-002172,tel_Latn,MEDIUM,EQUIVALENT,clean,False,False,False
ntx3-002172-2,g-002172,tel_Latn,MEDIUM,EQUIVALENT,vendor_shift,True,True,True
ntx3-002172-2,g-002172,tel_Latn,MEDIUM,EQUIVALENT,year_shift,True,True,True
ntx3-002172-2,g-002172,tel_Latn,MEDIUM,EQUIVALENT,month_shift,True,True,True
ntx3-002172-2,g-002172,tel_Latn,MEDIUM,EQUIVALENT,scope_broaden,True,False,True
ntx3-002172-2,g-002172,tel_Latn,MEDIUM,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-002172-3,g-002172,tel_Telu,MEDIUM,EQUIVALENT,clean,False,False,False
ntx3-002172-3,g-002172,tel_Telu,MEDIUM,EQUIVALENT,vendor_shift,True,True,True
ntx3-002172-3,g-002172,tel_Telu,MEDIUM,EQUIVALENT,year_shift,True,True,True
ntx3-002172-3,g-002172,tel_Telu,MEDIUM,EQUIVALENT,month_shift,True,True,True
ntx3-002172-3,g-002172,tel_Telu,MEDIUM,EQUIVALENT,scope_broaden,True,False,True
ntx3-002172-3,g-002172,tel_Telu,MEDIUM,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-001668-0,g-001668,eng_Latn,MEDIUM,EQUIVALENT,clean,False,False,False
ntx3-001668-0,g-001668,eng_Latn,MEDIUM,EQUIVALENT,vendor_shift,True,True,True
ntx3-001668-0,g-001668,eng_Latn,MEDIUM,EQUIVALENT,year_shift,True,True,True
ntx3-001668-0,g-001668,eng_Latn,MEDIUM,EQUIVALENT,month_shift,True,True,True
ntx3-001668-0,g-001668,eng_Latn,MEDIUM,EQUIVALENT,scope_broaden,True,False,True
ntx3-001668-0,g-001668,eng_Latn,MEDIUM,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-001668-1,g-001668,hin_Latn,MEDIUM,EQUIVALENT,clean,False,False,False
ntx3-001668-1,g-001668,hin_Latn,MEDIUM,EQUIVALENT,vendor_shift,True,True,True
ntx3-001668-1,g-001668,hin_Latn,MEDIUM,EQUIVALENT,year_shift,True,True,True
ntx3-001668-1,g-001668,hin_Latn,MEDIUM,EQUIVALENT,month_shift,True,True,True
ntx3-001668-1,g-001668,hin_Latn,MEDIUM,EQUIVALENT,scope_broaden,True,False,True
ntx3-001668-1,g-001668,hin_Latn,MEDIUM,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-001668-2,g-001668,tel_Latn,MEDIUM,EQUIVALENT,clean,False,False,False
ntx3-001668-2,g-001668,tel_Latn,MEDIUM,EQUIVALENT,vendor_shift,True,True,True
ntx3-001668-2,g-001668,tel_Latn,MEDIUM,EQUIVALENT,year_shift,True,True,True
ntx3-001668-2,g-001668,tel_Latn,MEDIUM,EQUIVALENT,month_shift,True,True,True
ntx3-001668-2,g-001668,tel_Latn,MEDIUM,EQUIVALENT,scope_broaden,True,False,True
ntx3-001668-2,g-001668,tel_Latn,MEDIUM,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-001668-3,g-001668,tel_Telu,MEDIUM,EQUIVALENT,clean,False,False,False
ntx3-001668-3,g-001668,tel_Telu,MEDIUM,EQUIVALENT,vendor_shift,True,True,True
ntx3-001668-3,g-001668,tel_Telu,MEDIUM,EQUIVALENT,year_shift,True,True,True
ntx3-001668-3,g-001668,tel_Telu,MEDIUM,EQUIVALENT,month_shift,True,True,True
ntx3-001668-3,g-001668,tel_Telu,MEDIUM,EQUIVALENT,scope_broaden,True,False,True
ntx3-001668-3,g-001668,tel_Telu,MEDIUM,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-001426-0,g-001426,eng_Latn,MEDIUM,EQUIVALENT,clean,False,False,False
ntx3-001426-0,g-001426,eng_Latn,MEDIUM,EQUIVALENT,vendor_shift,True,True,True
ntx3-001426-0,g-001426,eng_Latn,MEDIUM,EQUIVALENT,year_shift,True,True,True
ntx3-001426-0,g-001426,eng_Latn,MEDIUM,EQUIVALENT,month_shift,True,True,True
ntx3-001426-0,g-001426,eng_Latn,MEDIUM,EQUIVALENT,scope_broaden,True,False,True
ntx3-001426-0,g-001426,eng_Latn,MEDIUM,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-001426-1,g-001426,hin_Latn,MEDIUM,EQUIVALENT,clean,False,False,False
ntx3-001426-1,g-001426,hin_Latn,MEDIUM,EQUIVALENT,vendor_shift,True,True,True
ntx3-001426-1,g-001426,hin_Latn,MEDIUM,EQUIVALENT,year_shift,True,True,True
ntx3-001426-1,g-001426,hin_Latn,MEDIUM,EQUIVALENT,month_shift,True,True,True
ntx3-001426-1,g-001426,hin_Latn,MEDIUM,EQUIVALENT,scope_broaden,True,False,True
ntx3-001426-1,g-001426,hin_Latn,MEDIUM,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-001426-2,g-001426,tel_Latn,MEDIUM,EQUIVALENT,clean,False,False,False
ntx3-001426-2,g-001426,tel_Latn,MEDIUM,EQUIVALENT,vendor_shift,True,True,True
ntx3-001426-2,g-001426,tel_Latn,MEDIUM,EQUIVALENT,year_shift,True,True,True
ntx3-001426-2,g-001426,tel_Latn,MEDIUM,EQUIVALENT,month_shift,True,True,True
ntx3-001426-2,g-001426,tel_Latn,MEDIUM,EQUIVALENT,scope_broaden,True,False,True
ntx3-001426-2,g-001426,tel_Latn,MEDIUM,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-001426-3,g-001426,tel_Telu,MEDIUM,EQUIVALENT,clean,False,False,False
ntx3-001426-3,g-001426,tel_Telu,MEDIUM,EQUIVALENT,vendor_shift,True,True,True
ntx3-001426-3,g-001426,tel_Telu,MEDIUM,EQUIVALENT,year_shift,True,True,True
ntx3-001426-3,g-001426,tel_Telu,MEDIUM,EQUIVALENT,month_shift,True,True,True
ntx3-001426-3,g-001426,tel_Telu,MEDIUM,EQUIVALENT,scope_broaden,True,False,True
ntx3-001426-3,g-001426,tel_Telu,MEDIUM,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-002318-0,g-002318,eng_Latn,MEDIUM,EQUIVALENT,clean,False,False,False
ntx3-002318-0,g-002318,eng_Latn,MEDIUM,EQUIVALENT,vendor_shift,True,True,True
ntx3-002318-0,g-002318,eng_Latn,MEDIUM,EQUIVALENT,year_shift,True,True,True
ntx3-002318-0,g-002318,eng_Latn,MEDIUM,EQUIVALENT,month_shift,True,True,True
ntx3-002318-0,g-002318,eng_Latn,MEDIUM,EQUIVALENT,scope_broaden,True,False,True
ntx3-002318-0,g-002318,eng_Latn,MEDIUM,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-002318-1,g-002318,hin_Latn,MEDIUM,EQUIVALENT,clean,False,False,False
ntx3-002318-1,g-002318,hin_Latn,MEDIUM,EQUIVALENT,vendor_shift,True,True,True
ntx3-002318-1,g-002318,hin_Latn,MEDIUM,EQUIVALENT,year_shift,True,True,True
ntx3-002318-1,g-002318,hin_Latn,MEDIUM,EQUIVALENT,month_shift,True,True,True
ntx3-002318-1,g-002318,hin_Latn,MEDIUM,EQUIVALENT,scope_broaden,True,False,True
ntx3-002318-1,g-002318,hin_Latn,MEDIUM,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-002318-2,g-002318,tel_Latn,MEDIUM,EQUIVALENT,clean,False,False,False
ntx3-002318-2,g-002318,tel_Latn,MEDIUM,EQUIVALENT,vendor_shift,True,True,True
ntx3-002318-2,g-002318,tel_Latn,MEDIUM,EQUIVALENT,year_shift,True,True,True
ntx3-002318-2,g-002318,tel_Latn,MEDIUM,EQUIVALENT,month_shift,True,True,True
ntx3-002318-2,g-002318,tel_Latn,MEDIUM,EQUIVALENT,scope_broaden,True,False,True
ntx3-002318-2,g-002318,tel_Latn,MEDIUM,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-002318-3,g-002318,tel_Telu,MEDIUM,EQUIVALENT,clean,False,False,False
ntx3-002318-3,g-002318,tel_Telu,MEDIUM,EQUIVALENT,vendor_shift,True,True,True
ntx3-002318-3,g-002318,tel_Telu,MEDIUM,EQUIVALENT,year_shift,True,True,True
ntx3-002318-3,g-002318,tel_Telu,MEDIUM,EQUIVALENT,month_shift,True,True,True
ntx3-002318-3,g-002318,tel_Telu,MEDIUM,EQUIVALENT,scope_broaden,True,False,True
ntx3-002318-3,g-002318,tel_Telu,MEDIUM,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-001496-0,g-001496,eng_Latn,CRITICAL,EQUIVALENT,clean,False,False,False
ntx3-001496-0,g-001496,eng_Latn,CRITICAL,EQUIVALENT,vendor_shift,True,True,True
ntx3-001496-0,g-001496,eng_Latn,CRITICAL,EQUIVALENT,year_shift,True,True,True
ntx3-001496-0,g-001496,eng_Latn,CRITICAL,EQUIVALENT,month_shift,True,True,True
ntx3-001496-0,g-001496,eng_Latn,CRITICAL,EQUIVALENT,scope_broaden,True,False,True
ntx3-001496-0,g-001496,eng_Latn,CRITICAL,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-001496-1,g-001496,hin_Latn,CRITICAL,EQUIVALENT,clean,False,False,False
ntx3-001496-1,g-001496,hin_Latn,CRITICAL,EQUIVALENT,vendor_shift,True,True,True
ntx3-001496-1,g-001496,hin_Latn,CRITICAL,EQUIVALENT,year_shift,True,True,True
ntx3-001496-1,g-001496,hin_Latn,CRITICAL,EQUIVALENT,month_shift,True,True,True
ntx3-001496-1,g-001496,hin_Latn,CRITICAL,EQUIVALENT,scope_broaden,True,False,True
ntx3-001496-1,g-001496,hin_Latn,CRITICAL,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-001496-2,g-001496,tel_Latn,CRITICAL,EQUIVALENT,clean,False,False,False
ntx3-001496-2,g-001496,tel_Latn,CRITICAL,EQUIVALENT,vendor_shift,True,True,True
ntx3-001496-2,g-001496,tel_Latn,CRITICAL,EQUIVALENT,year_shift,True,True,True
ntx3-001496-2,g-001496,tel_Latn,CRITICAL,EQUIVALENT,month_shift,True,True,True
ntx3-001496-2,g-001496,tel_Latn,CRITICAL,EQUIVALENT,scope_broaden,True,False,True
ntx3-001496-2,g-001496,tel_Latn,CRITICAL,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-001496-3,g-001496,tel_Telu,CRITICAL,EQUIVALENT,clean,False,False,False
ntx3-001496-3,g-001496,tel_Telu,CRITICAL,EQUIVALENT,vendor_shift,True,True,True
ntx3-001496-3,g-001496,tel_Telu,CRITICAL,EQUIVALENT,year_shift,True,True,True
ntx3-001496-3,g-001496,tel_Telu,CRITICAL,EQUIVALENT,month_shift,True,True,True
ntx3-001496-3,g-001496,tel_Telu,CRITICAL,EQUIVALENT,scope_broaden,True,False,True
ntx3-001496-3,g-001496,tel_Telu,CRITICAL,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-002036-0,g-002036,eng_Latn,LOW,EQUIVALENT,clean,False,False,False
ntx3-002036-0,g-002036,eng_Latn,LOW,EQUIVALENT,vendor_shift,True,True,True
ntx3-002036-0,g-002036,eng_Latn,LOW,EQUIVALENT,year_shift,True,True,True
ntx3-002036-0,g-002036,eng_Latn,LOW,EQUIVALENT,month_shift,True,True,True
ntx3-002036-0,g-002036,eng_Latn,LOW,EQUIVALENT,scope_broaden,True,False,True
ntx3-002036-0,g-002036,eng_Latn,LOW,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-002036-1,g-002036,hin_Latn,LOW,EQUIVALENT,clean,False,False,False
ntx3-002036-1,g-002036,hin_Latn,LOW,EQUIVALENT,vendor_shift,True,True,True
ntx3-002036-1,g-002036,hin_Latn,LOW,EQUIVALENT,year_shift,True,True,True
ntx3-002036-1,g-002036,hin_Latn,LOW,EQUIVALENT,month_shift,True,True,True
ntx3-002036-1,g-002036,hin_Latn,LOW,EQUIVALENT,scope_broaden,True,False,True
ntx3-002036-1,g-002036,hin_Latn,LOW,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-002036-2,g-002036,tel_Latn,LOW,EQUIVALENT,clean,False,False,False
ntx3-002036-2,g-002036,tel_Latn,LOW,EQUIVALENT,vendor_shift,True,True,True
ntx3-002036-2,g-002036,tel_Latn,LOW,EQUIVALENT,year_shift,True,True,True
ntx3-002036-2,g-002036,tel_Latn,LOW,EQUIVALENT,month_shift,True,True,True
ntx3-002036-2,g-002036,tel_Latn,LOW,EQUIVALENT,scope_broaden,True,False,True
ntx3-002036-2,g-002036,tel_Latn,LOW,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-002036-3,g-002036,tel_Telu,LOW,EQUIVALENT,clean,False,False,False
ntx3-002036-3,g-002036,tel_Telu,LOW,EQUIVALENT,vendor_shift,True,True,True
ntx3-002036-3,g-002036,tel_Telu,LOW,EQUIVALENT,year_shift,True,True,True
ntx3-002036-3,g-002036,tel_Telu,LOW,EQUIVALENT,month_shift,True,True,True
ntx3-002036-3,g-002036,tel_Telu,LOW,EQUIVALENT,scope_broaden,True,False,True
ntx3-002036-3,g-002036,tel_Telu,LOW,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-000561-0,g-000561,eng_Latn,HIGH,EQUIVALENT,clean,False,False,False
ntx3-000561-0,g-000561,eng_Latn,HIGH,EQUIVALENT,vendor_shift,True,True,True
ntx3-000561-0,g-000561,eng_Latn,HIGH,EQUIVALENT,year_shift,True,True,True
ntx3-000561-0,g-000561,eng_Latn,HIGH,EQUIVALENT,month_shift,True,True,True
ntx3-000561-0,g-000561,eng_Latn,HIGH,EQUIVALENT,scope_broaden,True,False,True
ntx3-000561-0,g-000561,eng_Latn,HIGH,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-000561-1,g-000561,hin_Latn,HIGH,EQUIVALENT,clean,False,False,False
ntx3-000561-1,g-000561,hin_Latn,HIGH,EQUIVALENT,vendor_shift,True,True,True
ntx3-000561-1,g-000561,hin_Latn,HIGH,EQUIVALENT,year_shift,True,True,True
ntx3-000561-1,g-000561,hin_Latn,HIGH,EQUIVALENT,month_shift,True,True,True
ntx3-000561-1,g-000561,hin_Latn,HIGH,EQUIVALENT,scope_broaden,True,False,True
ntx3-000561-1,g-000561,hin_Latn,HIGH,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-000561-2,g-000561,tel_Latn,HIGH,EQUIVALENT,clean,False,False,False
ntx3-000561-2,g-000561,tel_Latn,HIGH,EQUIVALENT,vendor_shift,True,True,True
ntx3-000561-2,g-000561,tel_Latn,HIGH,EQUIVALENT,year_shift,True,True,True
ntx3-000561-2,g-000561,tel_Latn,HIGH,EQUIVALENT,month_shift,True,True,True
ntx3-000561-2,g-000561,tel_Latn,HIGH,EQUIVALENT,scope_broaden,True,False,True
ntx3-000561-2,g-000561,tel_Latn,HIGH,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-000561-3,g-000561,tel_Telu,HIGH,EQUIVALENT,clean,False,False,False
ntx3-000561-3,g-000561,tel_Telu,HIGH,EQUIVALENT,vendor_shift,True,True,True
ntx3-000561-3,g-000561,tel_Telu,HIGH,EQUIVALENT,year_shift,True,True,True
ntx3-000561-3,g-000561,tel_Telu,HIGH,EQUIVALENT,month_shift,True,True,True
ntx3-000561-3,g-000561,tel_Telu,HIGH,EQUIVALENT,scope_broaden,True,False,True
ntx3-000561-3,g-000561,tel_Telu,HIGH,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-002386-0,g-002386,eng_Latn,HIGH,EQUIVALENT,clean,False,False,False
ntx3-002386-0,g-002386,eng_Latn,HIGH,EQUIVALENT,vendor_shift,True,True,True
ntx3-002386-0,g-002386,eng_Latn,HIGH,EQUIVALENT,year_shift,True,True,True
ntx3-002386-0,g-002386,eng_Latn,HIGH,EQUIVALENT,month_shift,True,True,True
ntx3-002386-0,g-002386,eng_Latn,HIGH,EQUIVALENT,scope_broaden,True,False,True
ntx3-002386-0,g-002386,eng_Latn,HIGH,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-002386-1,g-002386,hin_Latn,HIGH,EQUIVALENT,clean,False,False,False
ntx3-002386-1,g-002386,hin_Latn,HIGH,EQUIVALENT,vendor_shift,True,True,True
ntx3-002386-1,g-002386,hin_Latn,HIGH,EQUIVALENT,year_shift,True,True,True
ntx3-002386-1,g-002386,hin_Latn,HIGH,EQUIVALENT,month_shift,True,True,True
ntx3-002386-1,g-002386,hin_Latn,HIGH,EQUIVALENT,scope_broaden,True,False,True
ntx3-002386-1,g-002386,hin_Latn,HIGH,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-002386-2,g-002386,tel_Latn,HIGH,EQUIVALENT,clean,False,False,False
ntx3-002386-2,g-002386,tel_Latn,HIGH,EQUIVALENT,vendor_shift,True,True,True
ntx3-002386-2,g-002386,tel_Latn,HIGH,EQUIVALENT,year_shift,True,True,True
ntx3-002386-2,g-002386,tel_Latn,HIGH,EQUIVALENT,month_shift,True,True,True
ntx3-002386-2,g-002386,tel_Latn,HIGH,EQUIVALENT,scope_broaden,True,False,True
ntx3-002386-2,g-002386,tel_Latn,HIGH,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-002386-3,g-002386,tel_Telu,HIGH,EQUIVALENT,clean,False,False,False
ntx3-002386-3,g-002386,tel_Telu,HIGH,EQUIVALENT,vendor_shift,True,True,True
ntx3-002386-3,g-002386,tel_Telu,HIGH,EQUIVALENT,year_shift,True,True,True
ntx3-002386-3,g-002386,tel_Telu,HIGH,EQUIVALENT,month_shift,True,True,True
ntx3-002386-3,g-002386,tel_Telu,HIGH,EQUIVALENT,scope_broaden,True,False,True
ntx3-002386-3,g-002386,tel_Telu,HIGH,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-001091-0,g-001091,eng_Latn,HIGH,EQUIVALENT,clean,False,False,False
ntx3-001091-0,g-001091,eng_Latn,HIGH,EQUIVALENT,vendor_shift,True,True,True
ntx3-001091-0,g-001091,eng_Latn,HIGH,EQUIVALENT,year_shift,True,True,True
ntx3-001091-0,g-001091,eng_Latn,HIGH,EQUIVALENT,month_shift,True,True,True
ntx3-001091-0,g-001091,eng_Latn,HIGH,EQUIVALENT,scope_broaden,True,False,True
ntx3-001091-0,g-001091,eng_Latn,HIGH,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-001091-1,g-001091,hin_Latn,HIGH,EQUIVALENT,clean,False,False,False
ntx3-001091-1,g-001091,hin_Latn,HIGH,EQUIVALENT,vendor_shift,True,True,True
ntx3-001091-1,g-001091,hin_Latn,HIGH,EQUIVALENT,year_shift,True,True,True
ntx3-001091-1,g-001091,hin_Latn,HIGH,EQUIVALENT,month_shift,True,True,True
ntx3-001091-1,g-001091,hin_Latn,HIGH,EQUIVALENT,scope_broaden,True,False,True
ntx3-001091-1,g-001091,hin_Latn,HIGH,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-001091-2,g-001091,tel_Latn,HIGH,EQUIVALENT,clean,False,False,False
ntx3-001091-2,g-001091,tel_Latn,HIGH,EQUIVALENT,vendor_shift,True,True,True
ntx3-001091-2,g-001091,tel_Latn,HIGH,EQUIVALENT,year_shift,True,True,True
ntx3-001091-2,g-001091,tel_Latn,HIGH,EQUIVALENT,month_shift,True,True,True
ntx3-001091-2,g-001091,tel_Latn,HIGH,EQUIVALENT,scope_broaden,True,False,True
ntx3-001091-2,g-001091,tel_Latn,HIGH,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-001091-3,g-001091,tel_Telu,HIGH,EQUIVALENT,clean,False,False,False
ntx3-001091-3,g-001091,tel_Telu,HIGH,EQUIVALENT,vendor_shift,True,True,True
ntx3-001091-3,g-001091,tel_Telu,HIGH,EQUIVALENT,year_shift,True,True,True
ntx3-001091-3,g-001091,tel_Telu,HIGH,EQUIVALENT,month_shift,True,True,True
ntx3-001091-3,g-001091,tel_Telu,HIGH,EQUIVALENT,scope_broaden,True,False,True
ntx3-001091-3,g-001091,tel_Telu,HIGH,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-000379-0,g-000379,eng_Latn,MEDIUM,EQUIVALENT,clean,False,False,False
ntx3-000379-0,g-000379,eng_Latn,MEDIUM,EQUIVALENT,vendor_shift,True,True,True
ntx3-000379-0,g-000379,eng_Latn,MEDIUM,EQUIVALENT,year_shift,True,True,True
ntx3-000379-0,g-000379,eng_Latn,MEDIUM,EQUIVALENT,month_shift,True,True,True
ntx3-000379-0,g-000379,eng_Latn,MEDIUM,EQUIVALENT,scope_broaden,True,False,True
ntx3-000379-0,g-000379,eng_Latn,MEDIUM,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-000379-1,g-000379,hin_Latn,MEDIUM,EQUIVALENT,clean,False,False,False
ntx3-000379-1,g-000379,hin_Latn,MEDIUM,EQUIVALENT,vendor_shift,True,True,True
ntx3-000379-1,g-000379,hin_Latn,MEDIUM,EQUIVALENT,year_shift,True,True,True
ntx3-000379-1,g-000379,hin_Latn,MEDIUM,EQUIVALENT,month_shift,True,True,True
ntx3-000379-1,g-000379,hin_Latn,MEDIUM,EQUIVALENT,scope_broaden,True,False,True
ntx3-000379-1,g-000379,hin_Latn,MEDIUM,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-000379-2,g-000379,tel_Latn,MEDIUM,EQUIVALENT,clean,False,False,False
ntx3-000379-2,g-000379,tel_Latn,MEDIUM,EQUIVALENT,vendor_shift,True,True,True
ntx3-000379-2,g-000379,tel_Latn,MEDIUM,EQUIVALENT,year_shift,True,True,True
ntx3-000379-2,g-000379,tel_Latn,MEDIUM,EQUIVALENT,month_shift,True,True,True
ntx3-000379-2,g-000379,tel_Latn,MEDIUM,EQUIVALENT,scope_broaden,True,False,True
ntx3-000379-2,g-000379,tel_Latn,MEDIUM,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-000379-3,g-000379,tel_Telu,MEDIUM,EQUIVALENT,clean,False,False,False
ntx3-000379-3,g-000379,tel_Telu,MEDIUM,EQUIVALENT,vendor_shift,True,True,True
ntx3-000379-3,g-000379,tel_Telu,MEDIUM,EQUIVALENT,year_shift,True,True,True
ntx3-000379-3,g-000379,tel_Telu,MEDIUM,EQUIVALENT,month_shift,True,True,True
ntx3-000379-3,g-000379,tel_Telu,MEDIUM,EQUIVALENT,scope_broaden,True,False,True
ntx3-000379-3,g-000379,tel_Telu,MEDIUM,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-000457-0,g-000457,eng_Latn,MEDIUM,EQUIVALENT,clean,False,False,False
ntx3-000457-0,g-000457,eng_Latn,MEDIUM,EQUIVALENT,vendor_shift,True,True,True
ntx3-000457-0,g-000457,eng_Latn,MEDIUM,EQUIVALENT,year_shift,True,True,True
ntx3-000457-0,g-000457,eng_Latn,MEDIUM,EQUIVALENT,month_shift,True,True,True
ntx3-000457-0,g-000457,eng_Latn,MEDIUM,EQUIVALENT,scope_broaden,True,False,True
ntx3-000457-0,g-000457,eng_Latn,MEDIUM,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-000457-1,g-000457,hin_Latn,MEDIUM,EQUIVALENT,clean,False,False,False
ntx3-000457-1,g-000457,hin_Latn,MEDIUM,EQUIVALENT,vendor_shift,True,True,True
ntx3-000457-1,g-000457,hin_Latn,MEDIUM,EQUIVALENT,year_shift,True,True,True
ntx3-000457-1,g-000457,hin_Latn,MEDIUM,EQUIVALENT,month_shift,True,True,True
ntx3-000457-1,g-000457,hin_Latn,MEDIUM,EQUIVALENT,scope_broaden,True,False,True
ntx3-000457-1,g-000457,hin_Latn,MEDIUM,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-000457-2,g-000457,tel_Latn,MEDIUM,EQUIVALENT,clean,False,False,False
ntx3-000457-2,g-000457,tel_Latn,MEDIUM,EQUIVALENT,vendor_shift,True,True,True
ntx3-000457-2,g-000457,tel_Latn,MEDIUM,EQUIVALENT,year_shift,True,True,True
ntx3-000457-2,g-000457,tel_Latn,MEDIUM,EQUIVALENT,month_shift,True,True,True
ntx3-000457-2,g-000457,tel_Latn,MEDIUM,EQUIVALENT,scope_broaden,True,False,True
ntx3-000457-2,g-000457,tel_Latn,MEDIUM,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-000457-3,g-000457,tel_Telu,MEDIUM,EQUIVALENT,clean,False,False,False
ntx3-000457-3,g-000457,tel_Telu,MEDIUM,EQUIVALENT,vendor_shift,True,True,True
ntx3-000457-3,g-000457,tel_Telu,MEDIUM,EQUIVALENT,year_shift,True,True,True
ntx3-000457-3,g-000457,tel_Telu,MEDIUM,EQUIVALENT,month_shift,True,True,True
ntx3-000457-3,g-000457,tel_Telu,MEDIUM,EQUIVALENT,scope_broaden,True,False,True
ntx3-000457-3,g-000457,tel_Telu,MEDIUM,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
ntx3-001751-0,g-001751,eng_Latn,LOW,EQUIVALENT,clean,False,False,False
ntx3-001751-0,g-001751,eng_Latn,LOW,EQUIVALENT,vendor_shift,True,True,True
ntx3-001751-0,g-001751,eng_Latn,LOW,EQUIVALENT,year_shift,True,True,True
ntx3-001751-0,g-001751,eng_Latn,LOW,EQUIVALENT,month_shift,True,True,True
ntx3-001751-0,g-001751,eng_Latn,LOW,EQUIVALENT,scope_broaden,True,False,True
ntx3-001751-0,g-001751,eng_Latn,LOW,EQUIVALENT,scope_broaden+vendor_shift,True,True,True
