case_id,proposal,anchor_violation,policy_permits,effect_equivalent,model_requests_clarify,effect_sets
formal-008601,14,False,True,False,False,"[[1, 6, 11, 13, 19], [1, 6, 13], [1, 6, 12, 13, 14, 19, 22]]"
formal-008602,1,False,True,False,False,"[[1, 5, 19], [1, 4, 5, 7, 9, 12, 20, 21], [1, 2, 5], [1, 5]]"
formal-008603,5,False,False,False,False,"[[1, 3, 7, 8, 23], [3, 7, 23]]"
formal-008604,16,False,True,False,False,"[[1, 6, 7, 14, 16, 21, 22], [0, 5, 6, 15, 21], [6, 21]]"
formal-008605,3,False,True,False,False,"[[2, 11, 12, 15, 22], [1, 11, 12, 17, 19, 23], [15]]"
formal-008606,4,False,True,False,True,"[[0, 1, 4, 7, 9, 18], [4, 9], [4, 13]]"
formal-008607,23,False,True,False,False,"[[0, 5, 9, 14, 15], [2, 9, 14, 19, 23], [16, 20], [7, 13, 20]]"
formal-008608,8,False,True,False,False,"[[3, 4, 6, 21], [2, 8, 21]]"
formal-008609,14,False,True,False,False,"[[4, 5, 10, 14, 17, 22], [3, 4, 5, 6, 17]]"
formal-008610,15,True,True,False,False,"[[13, 14, 15, 16], [14, 15, 16]]"
formal-008611,4,False,True,False,False,"[[9, 16], [2, 4, 8, 16, 19]]"
formal-008612,19,True,True,False,False,"[[0, 3, 8], [3, 8, 19]]"
formal-008613,2,False,True,False,False,"[[13, 20], [10, 13, 16, 20, 22, 23], [0, 10, 13, 20]]"
formal-008614,1,True,True,False,False,"[[6, 11, 14], [0, 6, 7, 11, 14, 15], [1, 6, 7, 11, 12]]"
formal-008615,18,False,True,False,False,"[[2, 4, 5, 16, 23], [4, 5]]"
formal-008616,0,False,True,False,False,"[[0, 2, 8, 12, 13, 21, 22, 23], [2, 4, 7, 13, 16, 21, 22, 23], [2, 8, 10, 13, 21, 23], [2, 4, 6, 11, 13, 17, 19]]"
formal-008617,18,False,False,False,False,"[[4, 7, 12, 16, 18, 20], [1, 2, 6, 8, 9, 11, 12]]"
formal-008618,4,False,True,False,False,"[[3, 5, 6, 21], [3, 6, 8, 11, 13, 23], [6, 13, 14, 16, 23], [6, 14]]"
formal-008619,21,False,False,False,False,"[[3, 5, 9, 15, 16, 19, 21, 23], [9, 11, 15, 16, 20], [3, 9, 13, 15, 16, 22], [5, 9, 15, 16, 18]]"
formal-008620,7,False,True,False,True,"[[14, 15, 17], [0, 6, 13, 14, 15, 17, 18], [7, 14, 15, 16, 17]]"
formal-008621,15,True,True,False,False,"[[4, 16, 20, 21], [21], [21], [3, 6, 8, 9, 10, 20, 21]]"
formal-008622,4,False,True,False,True,"[[3, 9, 11, 15], [3, 4, 5, 9, 11, 15, 19, 20, 23], [7, 8, 9, 11, 13, 14, 15, 23]]"
formal-008623,12,False,True,False,False,"[[1, 4], [1, 4, 7, 9, 12, 22], [4, 5, 8, 18]]"
formal-008624,17,False,True,False,True,"[[5, 20], [4, 10, 11, 22], [5, 8, 10, 15, 18, 19], [2, 15, 16, 19, 22]]"
formal-008625,15,False,True,False,False,"[[12, 13], [12, 13, 18], [2, 7, 8, 12, 13, 20]]"
formal-008626,13,False,True,False,False,"[[8, 10, 21], [0, 3, 7, 8, 10, 21], [6, 8, 9, 10, 13, 14, 21, 22], [8, 10, 12, 19, 20, 21]]"
formal-008627,4,False,True,False,True,"[[15, 20], [1, 3, 4, 9, 17, 20, 22]]"
formal-008628,0,False,True,False,False,"[[0, 1, 2, 5, 19, 23], [0, 5, 11, 19, 23], [0, 5]]"
formal-008629,11,True,True,False,False,"[[4, 8, 18], [0, 2, 4, 8, 11, 12, 13, 18], [8, 18, 22], [8, 18]]"
formal-008630,14,True,True,False,True,"[[9, 12, 13, 21, 23], [1, 2, 12, 16, 19, 21, 22, 23]]"
formal-008631,3,False,True,False,False,"[[1, 2, 3, 4, 8, 9, 15, 21], [9, 21], [6, 9, 21]]"
formal-008632,2,False,True,False,False,"[[1, 8], [1, 2, 3, 6, 8, 17, 22, 23], [1, 8, 9, 10, 11, 17, 18, 19], [1, 4, 5, 8, 12, 19]]"
formal-008633,21,False,True,False,False,"[[1, 10], [0, 2, 6, 9, 13, 22], [1, 9, 12, 15, 18, 22], [13]]"
formal-008634,22,False,True,False,True,"[[22, 23], [6, 10, 22, 23]]"
formal-008635,13,False,True,False,False,"[[], [2, 3, 7, 13, 20]]"
formal-008636,5,False,True,False,False,"[[1, 2, 3, 11, 13, 20, 21], [3, 11, 13, 15, 16, 18, 21]]"
formal-008637,17,False,True,False,False,"[[2, 5, 7, 13, 23], [2, 4, 7, 9, 12, 15, 20]]"
formal-008638,20,False,True,False,False,"[[2, 9, 12, 19, 23], [2, 9, 13, 18, 20, 22], [2, 9, 15, 17, 19, 21]]"
formal-008639,12,False,False,False,False,"[[], [12, 17, 19, 23], [6, 15, 17], [6]]"
formal-008640,20,True,True,False,False,"[[1, 2, 5, 10, 14, 20, 21], [5, 10]]"
formal-008641,3,False,True,False,False,"[[0, 2, 3, 17], [17, 18], [9, 10, 15, 17]]"
formal-008642,23,False,True,False,False,"[[0, 3, 7, 8, 10, 15, 19, 21, 22], [0, 3, 9, 10, 20, 21, 22], [3, 4, 10, 13, 22, 23], [1, 3, 8, 9, 10, 16, 20, 22]]"
formal-008643,19,False,True,False,False,"[[3, 5, 18, 19, 21], [23], [1, 13, 15, 17, 19]]"
formal-008644,1,False,True,False,False,"[[2, 7, 14], [2, 5, 8, 15, 16, 17, 22], [1, 2, 4, 12, 15, 20, 21], [0, 2, 20]]"
formal-008645,23,True,True,False,False,"[[1, 5, 8, 18, 19], [5, 8, 15, 19, 22, 23]]"
formal-008646,20,False,True,False,False,"[[3, 9, 10, 19, 21], [0, 10, 12, 16, 19, 20]]"
formal-008647,2,False,True,False,False,"[[2, 13, 17, 19, 22], [19]]"
formal-008648,4,False,False,False,False,"[[4, 6, 8, 21], [2, 4, 8, 14, 16]]"
formal-008649,3,False,True,False,False,"[[4, 10, 14, 17, 19, 22, 23], [0, 2, 3, 8, 14, 20, 23]]"
formal-008650,9,True,True,False,False,"[[5, 12, 13, 14, 20, 22], [2, 6, 13, 19, 22], [11, 15, 16, 18, 21], [6, 7, 19]]"
formal-008651,4,False,True,False,False,"[[], [4, 9]]"
formal-008652,13,False,True,False,False,"[[5, 8, 10], [8, 10, 18], [8, 12, 15], [6, 8, 15, 18, 20, 23]]"
formal-008653,15,False,True,False,True,"[[4, 8, 9], [4, 5, 6, 11, 17, 18, 20], [4, 9, 15, 17, 18, 21], [2, 4, 6, 7, 19, 21, 23]]"
formal-008654,0,False,True,False,False,"[[7, 9, 16, 17, 22], [7, 16, 17], [0, 4, 6, 7, 13, 16, 17, 18], [4, 7, 9, 16, 17]]"
formal-008655,15,False,True,False,False,"[[3, 7, 13, 14, 18], [10, 13, 16, 19], [0, 2, 10, 14, 21, 22], [0, 7, 13, 16, 19, 22]]"
formal-008656,6,False,True,False,False,"[[9, 18, 20, 22], [], [6, 9, 22]]"
formal-008657,22,False,True,False,False,"[[1, 8, 14, 22], [1, 7, 14], [1, 4, 11, 14, 17, 20, 23], [1, 3, 14, 17]]"
formal-008658,4,False,True,False,True,"[[1, 4, 8, 11, 12, 15], [0, 4, 8, 17, 20], [4, 7, 15, 19], [2, 3, 4, 11, 18, 21]]"
formal-008659,2,False,True,False,True,"[[5, 7, 11, 13, 15], [2, 5, 7, 12, 13]]"
formal-008660,4,False,True,False,True,"[[1, 2, 7, 9, 12, 21], [0, 2, 11, 15, 21]]"
formal-008661,3,False,True,False,False,"[[4, 6, 11, 23], [1, 8, 9, 11, 23], [3, 5, 11, 12, 20, 23]]"
formal-008662,8,False,True,False,False,"[[1, 3, 5, 11, 22], [1, 5, 6, 11, 21], [5], [5, 8]]"
formal-008663,19,False,True,False,False,"[[1, 14, 15, 16, 22], [2, 6, 9, 12, 16]]"
formal-008664,19,False,True,False,False,"[[9, 18], [], [13, 14, 19, 21], [4, 18, 19]]"
formal-008665,13,True,True,False,False,"[[1, 8, 10, 17, 19], [1, 8, 12, 13, 16, 18, 22], [1, 6, 8, 9, 13, 16], [1, 8, 11, 19, 20]]"
formal-008666,22,False,True,False,True,"[[0, 4, 9, 18, 19], [0, 1, 3, 9, 22], [0, 7, 9, 15], [1, 9]]"
formal-008667,13,False,True,False,False,"[[2, 4, 5, 8, 12, 15, 16, 18], [3, 5, 7, 8, 12, 17, 18, 19, 22], [5, 12, 18]]"
formal-008668,9,False,True,False,False,"[[1, 2, 9, 10, 21], [1, 2, 11, 17, 18, 20, 21], [1, 2, 21], [1, 2, 4, 7, 9, 20, 21]]"
formal-008669,12,False,True,False,False,"[[1, 6, 9, 11, 14, 15, 22], [0, 12, 14], [14]]"
formal-008670,2,False,True,False,True,"[[11, 21, 22], [0, 9, 11, 17, 18, 21, 22], [2, 7, 8, 10, 11, 12, 19, 21, 22], [8, 11, 21, 22, 23]]"
formal-008671,23,False,True,False,False,"[[1, 2, 4, 7, 19], [], [1, 6, 11, 18, 22, 23]]"
formal-008672,13,False,True,False,True,"[[2], [1, 2, 5, 17], [2, 13]]"
formal-008673,8,False,True,False,True,"[[8, 11, 14, 20], [1, 6, 8, 14, 20], [5, 7, 8, 14, 20]]"
formal-008674,13,False,True,False,True,"[[7, 14, 20], [7, 8, 9, 10, 11, 14, 15, 17, 20], [7, 8, 9, 11, 14, 16, 19, 20, 21], [5, 6, 7, 11, 14, 16, 17, 18, 20]]"
formal-008675,14,False,True,False,True,"[[14], [22]]"
formal-008676,16,False,True,False,False,"[[9, 16, 21], [9, 16, 21, 23], [8, 9, 10, 14, 16, 18, 20, 21]]"
formal-008677,5,False,True,False,False,"[[5, 7], [4, 7]]"
formal-008678,15,False,True,False,True,"[[4, 9, 15, 19, 21], [9, 21], [9, 21], [9, 13, 21]]"
formal-008679,23,False,True,False,False,"[[9, 14, 17, 19], [1, 9, 14, 19, 21, 22], [9, 14, 19, 21, 23], [9, 10, 14, 19, 22]]"
formal-008680,10,True,True,False,False,"[[2, 3, 5, 11, 15, 20], [4, 5, 10, 11, 12, 15, 19, 20, 23]]"
formal-008681,18,False,True,False,False,"[[5, 7, 11, 13, 16, 17, 19, 20], [5, 16, 18, 19, 20, 21], [5, 10, 11, 16, 20]]"
formal-008682,11,False,True,False,False,"[[7, 8, 9, 11, 13, 14, 18], [4, 5, 6, 7, 8, 9, 13, 16], [6, 7, 8, 13, 18], [7, 8, 20, 23]]"
formal-008683,12,False,True,False,False,"[[5, 11, 12], [0, 5, 6, 10, 12, 17, 22], [5, 12]]"
formal-008684,5,False,True,False,False,"[[1, 5, 9, 23], [0, 4, 9, 11]]"
formal-008685,18,False,True,False,True,"[[0, 3, 14, 15, 17, 18, 20], [0, 3, 20], [0, 3, 10, 17, 18, 20], [0, 3, 13, 14, 20]]"
formal-008686,3,False,True,False,False,"[[16], [11, 16], [4, 6, 16]]"
formal-008687,9,False,True,False,False,"[[8, 9, 14, 16, 18, 20], [18]]"
formal-008688,21,False,True,False,False,"[[8, 12], [7, 8, 12, 17]]"
formal-008689,8,False,True,False,False,"[[0, 1, 21], [0, 7, 21, 22], [2, 19, 21]]"
formal-008690,1,True,True,False,False,"[[], [20]]"
formal-008691,8,False,True,False,False,"[[3, 9, 13], [4, 8, 18, 22], [4, 15, 19, 20]]"
formal-008692,12,False,True,False,False,"[[2, 3, 9, 10, 12, 14, 16], [1, 3, 5, 7, 9, 18]]"
formal-008693,19,False,True,False,False,"[[0, 4, 6, 8, 12, 16, 19], [0, 4, 12, 15, 17, 20, 23], [0, 5, 7, 10, 12, 15, 20], [0, 2, 7, 11, 12, 19, 21]]"
formal-008694,6,False,True,False,False,"[[0, 3, 6, 10, 11, 17, 20], [20], [6, 11, 20]]"
formal-008695,1,False,True,False,True,"[[0, 14, 20], [14, 20], [1, 13, 14], [14, 17]]"
formal-008696,17,False,True,False,False,"[[3, 11, 17], [0, 2, 5, 16, 18], [8, 14, 19]]"
formal-008697,8,False,True,False,False,"[[16, 18], [], [0, 2, 8, 11, 16, 17], [3, 6, 8, 16]]"
formal-008698,4,False,True,False,False,"[[1, 7, 11, 15, 21, 22], [3, 6, 14, 22]]"
formal-008699,11,False,False,False,False,"[[10, 18, 20], [6, 10, 18, 20], [5, 10, 18, 20], [1, 5, 10, 11, 18, 20, 22]]"
formal-008700,23,False,True,False,False,"[[9, 19], [1, 3, 5, 7, 12, 23], [3, 4, 10, 12, 16], [0, 14, 16, 19, 22]]"
formal-008701,17,False,False,False,False,"[[16], [17], []]"
formal-008702,5,False,True,False,False,"[[2, 9, 16], [2, 5, 7, 9, 11, 14, 16], [0, 2, 13, 16]]"
formal-008703,18,False,True,False,False,"[[0, 5, 6, 10, 12, 17, 23], [5, 6, 10, 15, 18, 20, 22, 23], [1, 5, 6, 7, 9, 20, 23]]"
formal-008704,8,False,True,False,True,"[[6, 10, 12], [4, 9, 15, 18], [3, 7, 19]]"
formal-008705,0,False,True,False,False,"[[0, 4, 5, 18], [4, 7, 18, 22], [4, 18]]"
formal-008706,12,False,True,False,False,"[[5, 7, 12, 19], [5, 7, 10, 19, 21], [7, 16, 19], [0, 4, 7, 10, 16, 18, 19, 23]]"
formal-008707,7,False,True,False,False,"[[3, 7, 10, 15, 16], [4, 5, 7, 14, 19], [4, 7, 13, 22]]"
formal-008708,12,False,False,False,False,"[[3], [1, 3, 5, 9, 12, 15], [3], [1, 3, 5, 9, 16]]"
formal-008709,20,False,True,False,False,"[[2, 3, 5, 6, 7, 8, 13, 16, 22], [0, 2, 3, 6, 8, 10, 11, 20, 22], [0, 3, 6, 15, 16, 22], [1, 3, 4, 6, 10, 13, 17, 18, 22]]"
formal-008710,19,False,True,False,False,"[[4, 19, 22, 23], [23], [1, 5, 11, 18, 19, 21, 23]]"
formal-008711,12,False,True,False,False,"[[8, 12], [1, 8, 12]]"
formal-008712,8,True,False,False,False,"[[2, 6, 11, 23], [2, 8, 11]]"
formal-008713,2,False,True,False,False,"[[2, 9, 13, 15, 17, 18, 20], [0, 1, 9, 10, 13, 20], [9, 13, 20], [2, 9, 13, 19, 20, 23]]"
formal-008714,4,False,True,False,False,"[[3, 4, 6, 16, 18, 22], [0, 3, 6, 16, 18], [3, 6, 18]]"
formal-008715,2,False,True,False,False,"[[2, 18, 19, 23], [2, 7, 9, 10, 14, 17, 18, 19, 23]]"
formal-008716,17,False,True,False,False,"[[2, 18, 22], [1, 2, 6, 16, 17, 18, 22]]"
formal-008717,5,False,True,False,False,"[[0, 2, 6, 7, 14, 15, 17, 18], [0, 4, 7], [0, 7, 10], [0, 3, 6, 7, 9, 19]]"
formal-008718,8,False,True,False,False,"[[2, 5, 7, 9, 10, 11, 12, 20], [1, 7, 9, 16, 19], [6, 7, 9, 11, 20]]"
formal-008719,15,False,True,False,False,"[[6, 8, 11, 15, 18], [5, 9, 15, 17], [16], [1, 3, 6, 7, 12, 20]]"
formal-008720,22,False,True,False,False,"[[5, 10, 20, 21, 22], [6, 10, 18, 20, 22, 23]]"
formal-008721,12,False,True,False,False,"[[10, 11, 12, 17], [11, 12, 17], [8, 11, 12, 13, 14, 17, 20, 23]]"
formal-008722,7,False,True,False,False,"[[1, 7, 11, 12, 21], [5, 7, 10, 11, 13, 19, 22], [6, 7, 12], [7]]"
formal-008723,6,False,True,False,False,"[[4, 14, 20, 22], [4, 13, 14, 20], [4, 14, 20], [1, 3, 4, 8, 9, 12, 14, 20]]"
formal-008724,0,False,False,False,True,"[[8, 21], [21], [0, 13, 21]]"
formal-008725,20,False,True,False,False,"[[8, 15, 19, 22], [5, 6, 8, 17, 20], [2, 8, 12, 19]]"
formal-008726,19,False,True,False,False,"[[2, 10, 11, 15, 16, 17, 23], [6, 9, 10, 11, 15, 19, 23], [2, 4, 10, 11, 13, 15, 21, 23], [10, 15, 23]]"
formal-008727,11,False,True,False,False,"[[0, 4, 7, 9, 20, 22], [1, 17, 21, 22]]"
formal-008728,7,False,True,False,True,"[[6, 7, 11, 13, 22], [6, 7, 12, 18, 21], [6, 7]]"
formal-008729,3,False,True,False,False,"[[4, 5, 12, 13, 18, 19, 23], [4, 12, 19, 23], [4, 12, 23]]"
formal-008730,15,False,True,False,False,"[[1, 5, 6, 9, 19], [0, 3, 6, 9, 15, 17, 19, 22]]"
formal-008731,1,False,True,False,False,"[[13, 21, 22], [0, 1, 6, 18, 21, 22]]"
formal-008732,17,False,True,False,False,"[[4, 7, 16, 17], [5], [4, 22]]"
formal-008733,13,False,True,False,False,"[[0, 2, 13, 16, 18], [0, 2, 9, 15], [0, 2, 22], [0, 2]]"
formal-008734,19,False,True,False,False,"[[0, 3, 5, 8, 9, 16], [2, 3], [3, 9, 18], [0, 3, 10, 14, 16, 21, 23]]"
formal-008735,3,False,True,False,False,"[[3, 11, 16, 20], [20], [20]]"
formal-008736,7,False,False,False,False,"[[7, 8, 9, 11, 16, 18, 23], [3, 7, 9, 13, 16], [3, 8, 16], [1, 3, 6, 11, 12, 13, 16]]"
formal-008737,20,False,True,False,False,"[[3, 8, 20], [2, 3, 8, 20], [3, 4, 7, 8, 11, 16, 20, 21]]"
formal-008738,20,False,True,False,False,"[[0, 1, 2, 7, 8, 9, 15, 17, 20], [1, 2, 5, 7, 8, 9, 11, 17, 19], [1, 8, 17, 19]]"
formal-008739,18,False,True,False,False,"[[0, 2, 5, 8, 10, 12, 13], [0, 12], [12], [10, 12, 13]]"
formal-008740,4,False,True,False,True,"[[3, 9, 16, 17, 18, 21], [6, 9, 10, 16, 18, 19, 21], [4, 5, 9, 12, 16, 21, 22, 23]]"
formal-008741,19,False,True,False,False,"[[1, 7, 9, 12, 13, 19], [0, 2, 4, 9, 13, 15, 18, 22]]"
formal-008742,15,False,True,False,False,"[[2, 3, 15, 16, 17, 18, 20], [14, 15, 17, 20]]"
formal-008743,1,False,True,False,False,"[[8, 10, 16, 21, 23], [5, 8, 10, 15, 19, 20, 23], [1, 5, 13, 20, 23]]"
formal-008744,10,False,True,False,False,"[[0, 7, 8, 9, 10, 12, 16, 19, 21], [5, 7, 10, 11, 12, 17, 19, 21, 23]]"
formal-008745,2,False,False,False,False,"[[2, 6, 17, 18, 19, 21], [3, 6, 15, 17], [5, 6, 9, 10, 17]]"
formal-008746,22,False,True,False,False,"[[9, 10, 13, 18, 22], [5, 11, 13, 16, 18]]"
formal-008747,15,False,True,False,False,"[[11, 18], [18], [1, 5, 18], [15, 18]]"
formal-008748,20,False,True,False,False,"[[4, 7, 11, 20, 21, 23], [2, 14, 20, 23], [2, 4, 5, 15, 20, 23], [9, 13, 20, 21, 22, 23]]"
formal-008749,2,False,True,False,False,"[[10, 11, 12, 17, 22], [], [2, 7, 9, 12, 14, 20]]"
formal-008750,22,False,True,False,False,"[[14, 18, 20, 21, 23], [8, 12, 13, 14, 17, 18, 19, 22]]"
formal-008751,17,False,True,False,True,"[[0, 1, 2, 8, 10, 15, 16, 17], [0, 1, 2, 15, 16], [1, 2, 15]]"
formal-008752,15,False,True,False,False,"[[3, 8, 15, 16, 19], [2, 7, 8, 10, 13], [3, 4, 7, 11, 13]]"
formal-008753,2,False,True,False,False,"[[3, 13, 22], [2, 3, 11, 13, 16, 19]]"
formal-008754,6,False,True,False,False,"[[1, 12], [8], [1, 7, 8, 21]]"
formal-008755,18,False,True,True,True,"[[5], [5]]"
formal-008756,18,False,True,False,False,"[[0, 8, 10, 11, 13, 18, 19, 23], [10, 13, 18, 19], [1, 13, 18, 19], [1, 2, 8, 13, 18, 19]]"
formal-008757,9,False,True,False,True,"[[3, 14], [3, 14], [3, 7, 9, 11, 14, 18]]"
formal-008758,10,True,False,False,False,"[[7, 10, 11, 23], [8, 18, 20], [10]]"
formal-008759,12,False,True,False,True,"[[4], [4], [4, 12]]"
formal-008760,11,False,True,False,False,"[[20], [3, 5, 6, 8, 16, 20]]"
formal-008761,1,False,True,False,False,"[[3, 6, 12, 20], [6, 14, 15, 17, 22]]"
formal-008762,15,False,True,False,False,"[[0, 3, 8, 14, 15, 16, 21], [2, 3, 5, 8, 10, 16, 20], [2, 3, 5, 8, 11, 12, 16, 20], [3, 6, 8, 9, 12, 16, 19, 23]]"
formal-008763,7,False,False,False,True,"[[7, 9, 15, 16, 19, 20, 22], [8, 9, 16, 20, 22]]"
formal-008764,9,False,True,False,False,"[[1, 5, 6, 11], [], [4, 8, 9], [2, 9]]"
formal-008765,2,False,True,False,False,"[[0, 3, 9, 11, 14, 17, 18, 21], [5, 7, 8, 10, 14, 17, 18, 21, 23], [2, 17, 18, 20, 21]]"
formal-008766,12,False,True,False,False,"[[10, 12, 13], [0, 1, 4, 8, 10, 13, 17], [6, 10, 11, 13, 22, 23]]"
formal-008767,10,False,True,False,False,"[[5, 14, 17, 18], [5, 7, 8, 13, 14, 17, 20, 21], [0, 1, 4, 5, 10, 14]]"
formal-008768,5,False,True,False,False,"[[1, 3, 6, 9, 10, 11, 15], [15]]"
formal-008769,3,False,True,False,False,"[[1, 5, 8, 14], [1, 3, 5, 14]]"
formal-008770,5,False,True,False,False,"[[10, 12, 13, 17, 19, 22], [5, 6, 12, 19, 20], [11, 12, 15, 17, 18, 19]]"
formal-008771,10,False,True,False,False,"[[3, 13, 23], [0, 3, 11, 13, 17, 19, 22, 23], [1, 3, 8, 9, 11, 13, 15, 16, 23], [2, 3, 9, 10, 12, 13, 15, 17, 23]]"
formal-008772,1,False,True,False,False,"[[0, 7, 9, 22], [0, 4, 7, 9, 13, 14, 15, 19, 21]]"
formal-008773,6,False,True,False,False,"[[1, 3, 7, 14, 15, 16, 20], [0, 3, 4, 6, 11, 15, 19, 20]]"
formal-008774,10,False,True,False,False,"[[6, 7, 11, 12, 13, 15, 17, 22], [12, 13], [9, 10, 12, 13], [0, 11, 12, 13, 15]]"
formal-008775,9,False,False,False,True,"[[13, 14, 20], [6, 9, 10, 14, 17, 18, 23]]"
formal-008776,7,False,True,False,False,"[[3, 6, 8, 11, 18], [0, 1, 3, 14, 18, 19], [1, 7, 18], [13, 18, 23]]"
formal-008777,9,False,True,False,False,"[[8, 10, 12, 13, 14, 16, 18, 20], [9, 12, 13, 15, 20]]"
formal-008778,12,False,True,False,False,"[[0, 13, 14, 21], [0, 9, 14, 15, 21], [0, 3, 4, 8, 14, 21], [0, 4, 10, 14, 18, 21, 23]]"
formal-008779,5,False,True,False,False,"[[3, 4, 13, 14, 19, 20, 22], [5, 12, 13, 18, 19, 20, 21], [1, 5, 6, 14, 20], [14, 20]]"
formal-008780,14,False,True,False,False,"[[1, 3, 8, 10, 12, 15, 17, 20, 22], [1, 2, 3, 9, 10, 11, 17, 23], [3, 10, 17, 20, 22, 23], [2, 3, 4, 10, 11, 17, 19, 21]]"
formal-008781,16,False,True,False,False,"[[3, 11, 14], [11, 14, 20], [11, 14, 22], [4, 5, 10, 11, 14, 17, 22]]"
formal-008782,0,False,True,False,False,"[[0, 3, 8, 9, 18, 21], [3, 4, 9, 12, 14, 17, 18]]"
formal-008783,12,False,True,False,False,"[[3, 8, 10, 13, 18, 22], [6, 11, 12, 13, 20, 21]]"
formal-008784,4,False,True,False,False,"[[0, 1, 3, 6, 11, 17], [0, 1, 8, 19], [0, 1, 3, 11, 16], [0, 1, 5, 6, 10, 13, 18]]"
formal-008785,6,False,True,False,False,"[[4, 11], [4, 11, 19], [2, 4, 6, 8, 11]]"
formal-008786,14,False,True,False,True,"[[5, 13, 14, 18, 22], [3, 5, 13, 20, 23], [5, 13], [5, 13]]"
formal-008787,5,False,False,False,False,"[[1, 2, 10, 14, 19, 20], [2, 4, 6, 8, 14, 16, 19, 20, 23], [4, 7, 8, 12, 14, 19, 20]]"
formal-008788,23,False,True,False,True,"[[14, 17, 19, 23], [14, 19], [14, 19]]"
formal-008789,19,False,False,False,False,"[[0, 3, 4, 5, 6, 9, 19, 20, 21], [0, 3, 17, 19]]"
formal-008790,1,False,True,False,False,"[[16, 22], [2, 16, 22], [5, 10, 12, 13, 16, 17, 22]]"
formal-008791,17,False,True,False,False,"[[2, 15, 20, 22], [2, 22], [2, 9, 12, 17, 22]]"
formal-008792,12,False,True,False,False,"[[3, 7, 8, 12, 14, 16, 18], [4, 5, 7, 12, 15, 16, 18]]"
formal-008793,12,True,True,False,True,"[[9, 17, 21], [0, 2, 8, 9, 12, 14, 17, 22]]"
formal-008794,14,False,True,False,False,"[[14], [6, 14, 15, 16, 18]]"
formal-008795,20,False,True,False,False,"[[20], [20], [20, 22], [16, 20, 22]]"
formal-008796,2,False,True,False,False,"[[0, 7, 15, 22, 23], [2, 7, 15, 19, 20, 22, 23], [7, 15, 22, 23]]"
formal-008797,5,False,True,False,False,"[[2], [4, 5, 16, 18, 20, 23], [23], [9, 17, 18]]"
formal-008798,8,False,True,False,False,"[[8, 9, 10, 19], [8, 9, 10, 14, 15, 18]]"
formal-008799,13,False,True,False,True,"[[9, 13, 15, 16, 18], [5, 6, 9, 16, 21], [4, 9, 16, 20], [3, 4, 5, 7, 9, 11, 16, 18]]"
formal-008800,22,False,True,False,False,"[[5, 8, 10, 14, 17, 19], [0, 5, 10, 13, 14, 18, 19, 22], [0, 3, 5, 9, 10, 13, 14, 16, 21]]"
formal-008801,22,False,True,False,False,"[[0, 2, 5, 8, 9, 13, 16], [0, 2, 8, 12, 16, 21], [0, 2, 4, 16, 21], [0, 1, 2, 3, 8, 9, 13, 16, 22]]"
formal-008802,13,False,True,False,False,"[[0, 5, 6, 10, 13, 22], [5], [1, 2, 5, 7, 16, 19, 22]]"
formal-008803,17,False,True,False,False,"[[1, 5, 12, 17, 18, 19], [1, 5, 8, 12, 17, 18, 19]]"
formal-008804,6,True,True,False,True,"[[12, 14, 16, 20, 23], [1, 12]]"
formal-008805,17,False,True,False,False,"[[0, 11, 16, 23], [7, 8, 11, 15, 17]]"
formal-008806,13,False,True,False,False,"[[0, 1, 6, 13, 15], [0, 1, 6, 8, 13, 17, 20, 22]]"
formal-008807,20,False,True,False,False,"[[12, 16, 19, 23], [5, 9, 12, 20, 21], [0, 1, 12, 20], [5, 12, 21, 23]]"
formal-008808,16,True,True,False,True,"[[0, 1, 2, 12, 13, 14, 16, 19, 21], [1, 7, 12, 21]]"
formal-008809,19,False,True,False,False,"[[0, 6, 12, 18], [3, 5, 15, 16, 23], [2, 3, 9]]"
formal-008810,16,False,True,False,False,"[[2, 7, 12, 14, 16, 19, 20], [2, 12, 18], [0, 1, 2, 11, 12, 15], [2, 10, 12, 19, 20, 22, 23]]"
formal-008811,9,False,True,False,False,"[[], [5, 9, 10, 22], []]"
formal-008812,10,False,True,False,False,"[[7, 12], [14], [14, 15, 19, 20], [4, 8, 12, 17, 20, 22]]"
formal-008813,6,False,True,False,False,"[[2, 6, 7, 8, 11], [3, 6, 7, 8], [0, 1, 6, 7, 8, 20, 21, 22]]"
formal-008814,20,False,True,False,False,"[[3, 4, 7, 8, 10], [2, 3, 4, 6, 7, 20]]"
formal-008815,7,False,True,False,False,"[[0, 1, 5, 7, 13, 17, 20, 22], [0, 1, 5, 6, 17]]"
formal-008816,0,False,True,False,False,"[[3, 14, 20], [3, 14, 20], [1, 2, 3, 7, 9, 14, 16, 20], [0, 2, 3, 10, 14, 16, 17, 20, 22]]"
formal-008817,1,False,True,False,False,"[[1, 4, 5, 13], [0, 1, 9, 11, 17, 22], [6, 16, 17, 19, 23]]"
formal-008818,20,False,True,False,False,"[[20], [5, 7, 14, 21], [6, 7, 10, 19]]"
formal-008819,10,False,True,False,False,"[[0, 7, 10, 11, 23], []]"
formal-008820,15,False,True,False,False,"[[5, 7, 10, 14], [9, 10, 11, 14]]"
formal-008821,1,False,True,False,False,"[[1, 3, 8, 9, 19, 20], [0, 3, 8, 9, 13, 17], [1, 3, 6, 8, 14, 17, 20]]"
