model,case_id,evaluable,missing_reason,v2_trigger,v3_trigger,new_v3_trigger
Qwen3.5-122B,ntx3-001398-3,True,,False,False,False
Qwen3.5-122B,ntx3-001198-0,True,,False,False,False
Qwen3.5-122B,ntx3-001198-1,True,,False,False,False
Qwen3.5-122B,ntx3-001198-2,True,,True,True,False
Qwen3.5-122B,ntx3-001198-3,True,,False,False,False
Qwen3.5-122B,ntx3-000520-0,True,,False,False,False
Qwen3.5-122B,ntx3-000520-1,True,,False,False,False
Qwen3.5-122B,ntx3-000520-2,True,,True,True,False
Qwen3.5-122B,ntx3-000520-3,True,,False,False,False
Qwen3.5-122B,ntx3-001246-0,True,,False,False,False
Qwen3.5-122B,ntx3-001246-1,True,,False,False,False
Qwen3.5-122B,ntx3-001246-2,True,,True,True,False
Qwen3.5-122B,ntx3-001246-3,True,,False,False,False
Qwen3.5-122B,ntx3-001531-0,True,,False,False,False
Qwen3.5-122B,ntx3-001531-1,True,,False,False,False
Qwen3.5-122B,ntx3-001531-2,True,,True,True,False
Qwen3.5-122B,ntx3-001531-3,True,,False,False,False
Qwen3.5-122B,ntx3-002420-0,True,,False,False,False
Qwen3.5-122B,ntx3-002420-1,True,,False,False,False
Qwen3.5-122B,ntx3-002420-2,True,,True,True,False
Qwen3.5-122B,ntx3-002420-3,True,,False,False,False
Qwen3.5-122B,ntx3-001912-0,True,,False,False,False
Qwen3.5-122B,ntx3-001912-1,True,,False,False,False
Qwen3.5-122B,ntx3-001912-2,True,,True,True,False
Qwen3.5-122B,ntx3-001912-3,True,,False,False,False
Qwen3.5-122B,ntx3-001035-0,True,,False,False,False
Qwen3.5-122B,ntx3-001035-1,True,,False,False,False
Qwen3.5-122B,ntx3-001035-2,True,,True,True,False
Qwen3.5-122B,ntx3-001035-3,True,,False,False,False
Qwen3.5-122B,ntx3-001528-0,True,,False,False,False
Qwen3.5-122B,ntx3-001528-1,True,,False,False,False
Qwen3.5-122B,ntx3-001528-2,True,,True,True,False
Qwen3.5-122B,ntx3-001528-3,True,,False,False,False
Qwen3.5-122B,ntx3-000425-0,True,,False,False,False
Qwen3.5-122B,ntx3-000425-1,True,,False,False,False
Qwen3.5-122B,ntx3-000425-2,True,,True,True,False
Qwen3.5-122B,ntx3-000425-3,True,,False,False,False
Qwen3.5-122B,ntx3-001948-0,True,,False,False,False
Qwen3.5-122B,ntx3-001948-1,True,,False,False,False
Qwen3.5-122B,ntx3-001948-2,True,,True,True,False
Qwen3.5-122B,ntx3-001948-3,True,,False,False,False
Qwen3.5-122B,ntx3-000577-0,True,,False,False,False
Qwen3.5-122B,ntx3-000577-1,True,,False,False,False
Qwen3.5-122B,ntx3-000577-2,True,,True,True,False
Qwen3.5-122B,ntx3-000577-3,True,,False,False,False
Qwen3.5-122B,ntx3-000710-0,True,,False,False,False
Qwen3.5-122B,ntx3-000710-1,True,,False,False,False
Qwen3.5-122B,ntx3-000710-2,True,,True,True,False
Qwen3.5-122B,ntx3-000710-3,True,,False,False,False
Qwen3.5-122B,ntx3-002395-0,True,,False,False,False
Qwen3.5-122B,ntx3-002395-1,True,,False,False,False
Qwen3.5-122B,ntx3-002395-2,True,,True,True,False
Qwen3.5-122B,ntx3-002395-3,True,,False,False,False
Qwen3.5-122B,ntx3-000556-0,True,,False,False,False
Qwen3.5-122B,ntx3-000556-1,True,,False,False,False
Qwen3.5-122B,ntx3-000556-2,True,,False,False,False
Qwen3.5-122B,ntx3-000556-3,True,,False,False,False
Qwen3.5-122B,ntx3-001910-0,True,,False,False,False
Qwen3.5-122B,ntx3-001910-1,True,,False,False,False
Qwen3.5-122B,ntx3-001910-2,True,,True,True,False
Qwen3.5-122B,ntx3-001910-3,True,,False,False,False
Qwen3.5-122B,ntx3-001927-0,True,,False,False,False
Qwen3.5-122B,ntx3-001927-1,True,,False,False,False
Qwen3.5-122B,ntx3-001927-2,True,,True,True,False
Qwen3.5-122B,ntx3-001927-3,True,,False,False,False
Qwen3.5-122B,ntx3-001736-0,True,,False,False,False
Qwen3.5-122B,ntx3-001736-1,True,,False,False,False
Qwen3.5-122B,ntx3-001736-2,True,,True,True,False
Qwen3.5-122B,ntx3-001736-3,True,,False,False,False
Qwen3.5-122B,ntx3-001010-0,True,,False,False,False
Qwen3.5-122B,ntx3-001010-1,True,,False,False,False
Qwen3.5-122B,ntx3-001010-2,True,,True,True,False
Qwen3.5-122B,ntx3-001010-3,True,,False,False,False
Qwen3.5-122B,ntx3-001741-0,True,,False,False,False
Qwen3.5-122B,ntx3-001741-1,True,,False,False,False
Qwen3.5-122B,ntx3-001741-2,True,,True,True,False
Qwen3.5-122B,ntx3-001741-3,True,,False,False,False
Qwen3.5-122B,ntx3-002448-0,True,,False,False,False
Qwen3.5-122B,ntx3-002448-1,True,,False,False,False
Qwen3.5-122B,ntx3-002448-2,True,,True,True,False
Qwen3.5-122B,ntx3-002448-3,True,,False,False,False
Qwen3.5-122B,ntx3-000389-0,True,,False,False,False
Qwen3.5-122B,ntx3-000389-1,True,,False,False,False
Qwen3.5-122B,ntx3-000389-2,True,,True,True,False
Qwen3.5-122B,ntx3-000389-3,True,,False,False,False
Qwen3.5-122B,ntx3-000552-0,True,,False,False,False
Qwen3.5-122B,ntx3-000552-1,True,,False,False,False
Qwen3.5-122B,ntx3-000552-2,True,,True,True,False
Qwen3.5-122B,ntx3-000552-3,True,,False,False,False
Qwen3.5-122B,ntx3-001040-0,True,,False,False,False
Qwen3.5-122B,ntx3-001040-1,True,,False,False,False
Qwen3.5-122B,ntx3-001040-2,True,,True,True,False
Qwen3.5-122B,ntx3-001040-3,True,,False,False,False
Qwen3.5-122B,ntx3-002040-0,True,,False,False,False
Qwen3.5-122B,ntx3-002040-1,True,,False,False,False
Qwen3.5-122B,ntx3-002040-2,True,,True,True,False
Qwen3.5-122B,ntx3-002040-3,True,,False,False,False
Qwen3.5-122B,ntx3-001643-0,True,,False,False,False
Qwen3.5-122B,ntx3-001643-1,True,,False,False,False
Qwen3.5-122B,ntx3-001643-2,True,,True,True,False
Qwen3.5-122B,ntx3-001643-3,True,,False,False,False
Qwen3.5-122B,ntx3-002497-0,True,,False,False,False
Qwen3.5-122B,ntx3-002497-1,True,,False,False,False
Qwen3.5-122B,ntx3-002497-2,True,,False,False,False
Qwen3.5-122B,ntx3-002497-3,True,,False,False,False
Qwen3.5-122B,ntx3-002335-0,True,,False,False,False
Qwen3.5-122B,ntx3-002335-1,True,,False,False,False
Qwen3.5-122B,ntx3-002335-2,True,,False,False,False
Qwen3.5-122B,ntx3-002335-3,True,,False,False,False
Qwen3.5-122B,ntx3-000468-0,True,,False,False,False
Qwen3.5-122B,ntx3-000468-1,True,,False,False,False
Qwen3.5-122B,ntx3-000468-2,True,,False,False,False
Qwen3.5-122B,ntx3-000468-3,True,,False,False,False
Qwen3.5-122B,ntx3-000717-0,True,,False,False,False
Qwen3.5-122B,ntx3-000717-1,True,,False,False,False
Qwen3.5-122B,ntx3-000717-2,True,,False,False,False
Qwen3.5-122B,ntx3-000717-3,True,,False,False,False
Qwen3.5-122B,ntx3-000548-0,True,,False,False,False
Qwen3.5-122B,ntx3-000548-1,True,,False,False,False
Qwen3.5-122B,ntx3-000548-2,True,,False,False,False
Qwen3.5-122B,ntx3-000548-3,True,,False,False,False
Qwen3.5-122B,ntx3-001101-0,True,,False,False,False
Qwen3.5-122B,ntx3-001101-1,True,,False,False,False
Qwen3.5-122B,ntx3-001101-2,True,,False,False,False
Qwen3.5-122B,ntx3-001101-3,True,,False,False,False
Qwen3.5-122B,ntx3-002365-0,True,,False,False,False
Qwen3.5-122B,ntx3-002365-1,True,,False,False,False
Qwen3.5-122B,ntx3-002365-2,True,,False,False,False
Qwen3.5-122B,ntx3-002365-3,True,,False,False,False
Qwen3.5-122B,ntx3-000979-0,True,,False,False,False
Qwen3.5-122B,ntx3-000979-1,True,,False,False,False
Qwen3.5-122B,ntx3-000979-2,True,,False,False,False
Qwen3.5-122B,ntx3-000979-3,True,,False,False,False
Qwen3.5-122B,ntx3-001766-0,True,,False,False,False
Qwen3.5-122B,ntx3-001766-1,True,,False,False,False
Qwen3.5-122B,ntx3-001766-2,True,,False,False,False
Qwen3.5-122B,ntx3-001766-3,True,,False,False,False
Qwen3.5-122B,ntx3-001133-0,True,,False,False,False
Qwen3.5-122B,ntx3-001133-1,True,,False,False,False
Qwen3.5-122B,ntx3-001133-2,True,,False,False,False
Qwen3.5-122B,ntx3-001133-3,True,,False,False,False
Qwen3.5-122B,ntx3-002083-0,True,,False,False,False
Qwen3.5-122B,ntx3-002083-1,True,,False,False,False
Qwen3.5-122B,ntx3-002083-2,True,,False,False,False
Qwen3.5-122B,ntx3-002083-3,True,,False,False,False
Qwen3.5-122B,ntx3-002478-0,True,,False,False,False
Qwen3.5-122B,ntx3-002478-1,True,,False,False,False
Qwen3.5-122B,ntx3-002478-2,True,,False,False,False
Qwen3.5-122B,ntx3-002478-3,True,,False,False,False
Qwen3.5-122B,ntx3-000633-0,True,,False,False,False
Qwen3.5-122B,ntx3-000633-1,True,,False,False,False
Qwen3.5-122B,ntx3-000633-2,True,,False,False,False
Qwen3.5-122B,ntx3-000633-3,True,,False,False,False
Qwen3.5-122B,ntx3-001933-0,True,,False,False,False
Qwen3.5-122B,ntx3-001933-1,True,,False,False,False
Qwen3.5-122B,ntx3-001933-2,True,,False,False,False
Qwen3.5-122B,ntx3-001933-3,True,,False,False,False
Qwen3.5-122B,ntx3-002147-0,True,,False,False,False
Qwen3.5-122B,ntx3-002147-1,True,,False,False,False
Qwen3.5-122B,ntx3-002147-2,True,,False,False,False
Qwen3.5-122B,ntx3-002147-3,True,,False,False,False
Qwen3.5-122B,ntx3-002043-0,True,,False,False,False
Qwen3.5-122B,ntx3-002043-1,True,,False,False,False
Qwen3.5-122B,ntx3-002043-2,True,,False,False,False
Qwen3.5-122B,ntx3-002043-3,True,,False,False,False
Qwen3.5-122B,ntx3-000300-0,True,,False,False,False
Qwen3.5-122B,ntx3-000300-1,True,,False,False,False
Qwen3.5-122B,ntx3-000300-2,True,,False,False,False
Qwen3.5-122B,ntx3-000300-3,True,,False,False,False
Qwen3.5-122B,ntx3-000438-0,True,,False,False,False
Qwen3.5-122B,ntx3-000438-1,True,,False,False,False
Qwen3.5-122B,ntx3-000438-2,True,,False,False,False
Qwen3.5-122B,ntx3-000438-3,True,,False,False,False
Qwen3.5-122B,ntx3-002237-0,True,,False,False,False
Qwen3.5-122B,ntx3-002237-1,True,,False,False,False
Qwen3.5-122B,ntx3-002237-2,True,,False,False,False
Qwen3.5-122B,ntx3-002237-3,True,,False,False,False
Qwen3.5-122B,ntx3-001897-0,True,,False,False,False
Qwen3.5-122B,ntx3-001897-1,True,,False,False,False
Qwen3.5-122B,ntx3-001897-2,True,,False,False,False
Qwen3.5-122B,ntx3-001897-3,True,,False,False,False
Qwen3.5-122B,ntx3-000705-0,True,,False,False,False
Qwen3.5-122B,ntx3-000705-1,True,,False,False,False
Qwen3.5-122B,ntx3-000705-2,True,,False,False,False
Qwen3.5-122B,ntx3-000705-3,True,,False,False,False
Qwen3.5-122B,ntx3-002234-0,True,,False,False,False
Qwen3.5-122B,ntx3-002234-1,True,,False,False,False
Qwen3.5-122B,ntx3-002234-2,True,,False,False,False
Qwen3.5-122B,ntx3-002234-3,True,,False,False,False
Qwen3.5-122B,ntx3-002078-0,True,,False,False,False
Qwen3.5-122B,ntx3-002078-1,True,,False,False,False
Qwen3.5-122B,ntx3-002078-2,True,,False,False,False
Qwen3.5-122B,ntx3-002078-3,True,,False,False,False
Qwen3.5-122B,ntx3-000331-0,True,,False,False,False
Qwen3.5-122B,ntx3-000331-1,True,,False,False,False
Qwen3.5-122B,ntx3-000331-2,True,,False,False,False
Qwen3.5-122B,ntx3-000331-3,True,,False,False,False
Qwen3.5-122B,ntx3-001817-0,True,,False,False,False
Qwen3.5-122B,ntx3-001817-1,True,,False,False,False
Qwen3.5-122B,ntx3-001817-2,True,,False,False,False
Qwen3.5-122B,ntx3-001817-3,True,,False,False,False
Qwen3.5-122B,ntx3-000310-0,True,,False,False,False
Qwen3.5-122B,ntx3-000310-1,True,,False,False,False
Qwen3.5-122B,ntx3-000310-2,True,,False,False,False
Qwen3.5-122B,ntx3-000310-3,True,,False,False,False
Qwen3.5-122B,ntx3-002267-0,True,,False,False,False
Qwen3.5-122B,ntx3-002267-1,True,,False,False,False
Qwen3.5-122B,ntx3-002267-2,True,,False,False,False
Qwen3.5-122B,ntx3-002267-3,True,,False,False,False
Qwen3.5-122B,ntx3-001966-0,True,,False,False,False
Qwen3.5-122B,ntx3-001966-1,True,,False,False,False
Qwen3.5-122B,ntx3-001966-2,True,,False,False,False
Qwen3.5-122B,ntx3-001966-3,True,,False,False,False
Qwen3.5-122B,ntx3-001716-0,True,,False,False,False
Qwen3.5-122B,ntx3-001716-1,True,,False,False,False
Qwen3.5-122B,ntx3-001716-2,True,,False,False,False
Qwen3.5-122B,ntx3-001716-3,True,,False,False,False
Qwen3.5-122B,ntx3-002462-0,True,,False,False,False
Qwen3.5-122B,ntx3-002462-1,True,,False,False,False
Qwen3.5-122B,ntx3-002462-2,True,,False,False,False
Qwen3.5-122B,ntx3-002462-3,True,,False,False,False
Qwen3.5-122B,ntx3-001081-0,True,,False,False,False
Qwen3.5-122B,ntx3-001081-1,True,,False,False,False
Qwen3.5-122B,ntx3-001081-2,True,,False,False,False
Qwen3.5-122B,ntx3-001081-3,True,,False,False,False
Qwen3.5-122B,ntx3-000828-0,True,,False,False,False
Qwen3.5-122B,ntx3-000828-1,True,,False,False,False
Qwen3.5-122B,ntx3-000828-2,True,,False,False,False
Qwen3.5-122B,ntx3-000828-3,True,,False,False,False
Qwen3.5-122B,ntx3-001580-0,True,,False,False,False
Qwen3.5-122B,ntx3-001580-1,True,,False,False,False
Qwen3.5-122B,ntx3-001580-2,True,,False,False,False
Qwen3.5-122B,ntx3-001580-3,True,,False,False,False
Qwen3.5-122B,ntx3-000387-0,True,,False,False,False
Qwen3.5-122B,ntx3-000387-1,True,,False,False,False
Qwen3.5-122B,ntx3-000387-2,True,,False,False,False
Qwen3.5-122B,ntx3-000387-3,True,,False,False,False
Qwen3.5-122B,ntx3-002493-0,True,,False,False,False
Qwen3.5-122B,ntx3-002493-1,True,,False,False,False
Qwen3.5-122B,ntx3-002493-2,True,,False,False,False
Qwen3.5-122B,ntx3-002493-3,True,,False,False,False
Qwen3.5-122B,ntx3-000985-0,True,,False,False,False
Qwen3.5-122B,ntx3-000985-1,True,,False,False,False
Qwen3.5-122B,ntx3-000985-2,True,,False,False,False
Qwen3.5-122B,ntx3-000985-3,True,,False,False,False
Qwen3.5-122B,ntx3-000951-0,True,,False,False,False
Qwen3.5-122B,ntx3-000951-1,True,,False,False,False
Qwen3.5-122B,ntx3-000951-2,True,,False,False,False
Qwen3.5-122B,ntx3-000951-3,True,,False,False,False
Qwen3.5-122B,ntx3-001780-0,True,,False,False,False
Qwen3.5-122B,ntx3-001780-1,True,,False,False,False
Qwen3.5-122B,ntx3-001780-2,True,,False,False,False
Qwen3.5-122B,ntx3-001780-3,True,,False,False,False
Qwen3.5-122B,ntx3-000454-0,True,,False,False,False
Qwen3.5-122B,ntx3-000454-1,True,,False,False,False
Qwen3.5-122B,ntx3-000454-2,True,,False,False,False
Qwen3.5-122B,ntx3-000454-3,True,,False,False,False
Qwen3.5-122B,ntx3-001726-0,True,,False,False,False
Qwen3.5-122B,ntx3-001726-1,True,,False,False,False
Qwen3.5-122B,ntx3-001726-2,True,,False,False,False
Qwen3.5-122B,ntx3-001726-3,True,,False,False,False
Qwen3.5-122B,ntx3-001250-0,True,,False,False,False
Qwen3.5-122B,ntx3-001250-1,True,,False,False,False
Qwen3.5-122B,ntx3-001250-2,True,,False,False,False
Qwen3.5-122B,ntx3-001250-3,True,,False,False,False
Qwen3.5-122B,ntx3-001260-0,True,,False,False,False
Qwen3.5-122B,ntx3-001260-1,True,,False,False,False
Qwen3.5-122B,ntx3-001260-2,True,,False,False,False
Qwen3.5-122B,ntx3-001260-3,True,,False,False,False
Qwen3.5-122B,ntx3-001971-0,True,,False,False,False
Qwen3.5-122B,ntx3-001971-1,True,,False,False,False
Qwen3.5-122B,ntx3-001971-2,True,,False,False,False
Qwen3.5-122B,ntx3-001971-3,True,,False,False,False
Qwen3.5-122B,ntx3-000399-0,True,,False,False,False
Qwen3.5-122B,ntx3-000399-1,True,,False,False,False
Qwen3.5-122B,ntx3-000399-2,True,,False,False,False
Qwen3.5-122B,ntx3-000399-3,True,,False,False,False
Qwen3.5-122B,ntx3-001075-0,True,,False,False,False
Qwen3.5-122B,ntx3-001075-1,True,,False,False,False
Qwen3.5-122B,ntx3-001075-2,True,,False,False,False
Qwen3.5-122B,ntx3-001075-3,True,,False,False,False
Qwen3.5-122B,ntx3-001698-0,True,,False,False,False
Qwen3.5-122B,ntx3-001698-1,True,,False,False,False
Qwen3.5-122B,ntx3-001698-2,True,,False,False,False
Qwen3.5-122B,ntx3-001698-3,True,,False,False,False
Qwen3.5-122B,ntx3-002338-0,True,,False,False,False
Qwen3.5-122B,ntx3-002338-1,True,,False,False,False
Qwen3.5-122B,ntx3-002338-2,True,,False,False,False
Qwen3.5-122B,ntx3-002338-3,True,,False,False,False
Qwen3.5-122B,ntx3-001859-0,True,,False,False,False
Qwen3.5-122B,ntx3-001859-1,True,,False,False,False
Qwen3.5-122B,ntx3-001859-2,True,,False,False,False
Qwen3.5-122B,ntx3-001859-3,True,,False,False,False
Qwen3.5-122B,ntx3-000814-0,True,,False,False,False
Qwen3.5-122B,ntx3-000814-1,True,,False,False,False
Qwen3.5-122B,ntx3-000814-2,True,,False,False,False
Qwen3.5-122B,ntx3-000814-3,True,,False,False,False
Qwen3.5-122B,ntx3-001651-0,True,,False,False,False
Qwen3.5-122B,ntx3-001651-1,True,,False,False,False
Qwen3.5-122B,ntx3-001651-2,True,,False,False,False
Qwen3.5-122B,ntx3-001651-3,True,,False,False,False
Qwen3.5-122B,ntx3-000912-0,True,,False,False,False
Qwen3.5-122B,ntx3-000912-1,True,,False,False,False
Qwen3.5-122B,ntx3-000912-2,True,,False,False,False
Qwen3.5-122B,ntx3-000912-3,True,,False,False,False
Qwen3.5-122B,ntx3-001032-0,True,,False,False,False
Qwen3.5-122B,ntx3-001032-1,True,,False,False,False
Qwen3.5-122B,ntx3-001032-2,True,,False,False,False
Qwen3.5-122B,ntx3-001032-3,True,,False,False,False
Qwen3.5-122B,ntx3-002296-0,True,,False,False,False
Qwen3.5-122B,ntx3-002296-1,True,,False,False,False
Qwen3.5-122B,ntx3-002296-2,True,,False,False,False
Qwen3.5-122B,ntx3-002296-3,True,,False,False,False
Qwen3.5-122B,ntx3-000943-0,True,,False,False,False
Qwen3.5-122B,ntx3-000943-1,True,,False,False,False
Qwen3.5-122B,ntx3-000943-2,True,,False,False,False
Qwen3.5-122B,ntx3-000943-3,True,,False,False,False
Qwen3.5-122B,ntx3-000302-0,True,,False,False,False
Qwen3.5-122B,ntx3-000302-1,True,,False,False,False
Qwen3.5-122B,ntx3-000302-2,True,,False,False,False
Qwen3.5-122B,ntx3-000302-3,True,,False,False,False
Qwen3.5-122B,ntx3-000529-0,True,,False,False,False
Qwen3.5-122B,ntx3-000529-1,True,,False,False,False
Qwen3.5-122B,ntx3-000529-2,True,,False,False,False
Qwen3.5-122B,ntx3-000529-3,True,,False,False,False
Qwen3.5-122B,ntx3-001112-0,True,,False,False,False
Qwen3.5-122B,ntx3-001112-1,True,,False,False,False
Qwen3.5-122B,ntx3-001112-2,True,,False,False,False
Qwen3.5-122B,ntx3-001112-3,True,,False,False,False
Qwen3.5-122B,ntx3-001001-0,True,,False,False,False
Qwen3.5-122B,ntx3-001001-1,True,,False,False,False
Qwen3.5-122B,ntx3-001001-2,True,,False,False,False
Qwen3.5-122B,ntx3-001001-3,True,,False,False,False
Qwen3.5-122B,ntx3-001937-0,True,,False,False,False
Qwen3.5-122B,ntx3-001937-1,True,,False,False,False
Qwen3.5-122B,ntx3-001937-2,True,,False,False,False
Qwen3.5-122B,ntx3-001937-3,True,,False,False,False
Qwen3.5-122B,ntx3-001703-0,True,,False,False,False
Qwen3.5-122B,ntx3-001703-1,True,,False,False,False
Qwen3.5-122B,ntx3-001703-2,True,,False,False,False
Qwen3.5-122B,ntx3-001703-3,True,,False,False,False
Qwen3.5-122B,ntx3-000639-0,True,,False,False,False
Qwen3.5-122B,ntx3-000639-1,True,,False,False,False
Qwen3.5-122B,ntx3-000639-2,True,,False,False,False
Qwen3.5-122B,ntx3-000639-3,True,,False,False,False
Qwen3.5-122B,ntx3-002035-0,True,,False,False,False
Qwen3.5-122B,ntx3-002035-1,True,,False,False,False
Qwen3.5-122B,ntx3-002035-2,True,,False,False,False
Qwen3.5-122B,ntx3-002035-3,True,,False,False,False
Qwen3.5-122B,ntx3-001087-0,True,,False,False,False
Qwen3.5-122B,ntx3-001087-1,True,,False,False,False
Qwen3.5-122B,ntx3-001087-2,True,,False,False,False
Qwen3.5-122B,ntx3-001087-3,True,,False,False,False
Qwen3.5-122B,ntx3-001282-0,True,,False,False,False
Qwen3.5-122B,ntx3-001282-1,True,,False,False,False
Qwen3.5-122B,ntx3-001282-2,True,,False,False,False
Qwen3.5-122B,ntx3-001282-3,True,,False,False,False
Qwen3.5-122B,ntx3-001428-0,True,,False,False,False
Qwen3.5-122B,ntx3-001428-1,True,,False,False,False
Qwen3.5-122B,ntx3-001428-2,True,,False,False,False
Qwen3.5-122B,ntx3-001428-3,True,,False,False,False
Qwen3.5-122B,ntx3-000192-0,True,,False,False,False
Qwen3.5-122B,ntx3-000192-1,True,,False,False,False
Qwen3.5-122B,ntx3-000192-2,True,,False,False,False
Qwen3.5-122B,ntx3-000192-3,True,,False,False,False
Qwen3.5-122B,ntx3-001014-0,True,,False,False,False
Qwen3.5-122B,ntx3-001014-1,True,,False,False,False
Qwen3.5-122B,ntx3-001014-2,True,,False,False,False
Qwen3.5-122B,ntx3-001014-3,True,,False,False,False
Qwen3.5-122B,ntx3-001472-0,True,,False,False,False
Qwen3.5-122B,ntx3-001472-1,True,,False,False,False
Qwen3.5-122B,ntx3-001472-2,True,,False,False,False
Qwen3.5-122B,ntx3-001472-3,True,,False,False,False
Qwen3.5-122B,ntx3-001336-0,True,,False,False,False
Qwen3.5-122B,ntx3-001336-1,True,,False,False,False
Qwen3.5-122B,ntx3-001336-2,True,,False,False,False
Qwen3.5-122B,ntx3-001336-3,True,,False,False,False
Qwen3.5-122B,ntx3-000890-0,True,,False,False,False
Qwen3.5-122B,ntx3-000890-1,True,,False,False,False
Qwen3.5-122B,ntx3-000890-2,True,,False,False,False
Qwen3.5-122B,ntx3-000890-3,True,,False,False,False
Qwen3.5-122B,ntx3-000370-0,True,,False,False,False
Qwen3.5-122B,ntx3-000370-1,True,,False,False,False
Qwen3.5-122B,ntx3-000370-2,True,,False,False,False
Qwen3.5-122B,ntx3-000370-3,True,,False,False,False
Qwen3.5-122B,ntx3-002173-0,True,,False,False,False
Qwen3.5-122B,ntx3-002173-1,True,,False,False,False
Qwen3.5-122B,ntx3-002173-2,True,,False,False,False
Qwen3.5-122B,ntx3-002173-3,True,,False,False,False
Qwen3.5-122B,ntx3-000527-0,True,,False,False,False
Qwen3.5-122B,ntx3-000527-1,True,,False,False,False
Qwen3.5-122B,ntx3-000527-2,True,,False,False,False
Qwen3.5-122B,ntx3-000527-3,True,,False,False,False
Qwen3.5-122B,ntx3-000328-0,True,,False,False,False
Qwen3.5-122B,ntx3-000328-1,True,,False,False,False
Qwen3.5-122B,ntx3-000328-2,True,,False,False,False
Qwen3.5-122B,ntx3-000328-3,True,,False,False,False
Qwen3.5-122B,ntx3-001636-0,True,,False,False,False
Qwen3.5-122B,ntx3-001636-1,True,,False,False,False
Qwen3.5-122B,ntx3-001636-2,True,,False,False,False
Qwen3.5-122B,ntx3-001636-3,True,,False,False,False
Qwen3.5-122B,ntx3-000902-0,True,,False,False,False
Qwen3.5-122B,ntx3-000902-1,True,,False,False,False
Qwen3.5-122B,ntx3-000902-2,True,,False,False,False
Qwen3.5-122B,ntx3-000902-3,True,,False,False,False
Qwen3.5-122B,ntx3-000968-0,True,,False,False,False
Qwen3.5-122B,ntx3-000968-1,True,,False,False,False
Qwen3.5-122B,ntx3-000968-2,True,,False,False,False
Qwen3.5-122B,ntx3-000968-3,True,,False,False,False
Qwen3.5-122B,ntx3-000213-0,True,,False,False,False
Qwen3.5-122B,ntx3-000213-1,True,,False,False,False
Qwen3.5-122B,ntx3-000213-2,True,,False,False,False
Qwen3.5-122B,ntx3-000213-3,True,,False,False,False
Qwen3.5-122B,ntx3-002316-0,True,,False,False,False
Qwen3.5-122B,ntx3-002316-1,True,,False,False,False
Qwen3.5-122B,ntx3-002316-2,True,,False,False,False
Qwen3.5-122B,ntx3-002316-3,True,,False,False,False
Qwen3.5-122B,ntx3-001129-0,True,,False,False,False
Qwen3.5-122B,ntx3-001129-1,True,,False,False,False
Qwen3.5-122B,ntx3-001129-2,True,,False,False,False
Qwen3.5-122B,ntx3-001129-3,True,,False,False,False
Qwen3.5-122B,ntx3-000876-0,True,,False,False,False
Qwen3.5-122B,ntx3-000876-1,True,,False,False,False
Qwen3.5-122B,ntx3-000876-2,True,,False,False,False
Qwen3.5-122B,ntx3-000876-3,True,,False,False,False
Qwen3.5-122B,ntx3-001759-0,True,,False,False,False
Qwen3.5-122B,ntx3-001759-1,True,,False,False,False
Qwen3.5-122B,ntx3-001759-2,True,,False,False,False
Qwen3.5-122B,ntx3-001759-3,True,,False,False,False
Qwen3.5-122B,ntx3-002329-0,True,,False,False,False
Qwen3.5-122B,ntx3-002329-1,True,,False,False,False
Qwen3.5-122B,ntx3-002329-2,True,,False,False,False
Qwen3.5-122B,ntx3-002329-3,True,,False,False,False
Qwen3.5-122B,ntx3-001012-0,True,,False,False,False
Qwen3.5-122B,ntx3-001012-1,True,,False,False,False
Qwen3.5-122B,ntx3-001012-2,True,,False,False,False
Qwen3.5-122B,ntx3-001012-3,True,,False,False,False
Qwen3.5-122B,ntx3-001263-0,True,,False,False,False
Qwen3.5-122B,ntx3-001263-1,True,,False,False,False
Qwen3.5-122B,ntx3-001263-2,True,,False,False,False
Qwen3.5-122B,ntx3-001263-3,True,,False,False,False
Qwen3.5-122B,ntx3-002050-0,True,,False,False,False
Qwen3.5-122B,ntx3-002050-1,True,,False,False,False
Qwen3.5-122B,ntx3-002050-2,True,,False,False,False
Qwen3.5-122B,ntx3-002050-3,True,,False,False,False
Qwen3.5-122B,ntx3-001045-0,True,,False,False,False
Qwen3.5-122B,ntx3-001045-1,True,,False,False,False
Qwen3.5-122B,ntx3-001045-2,True,,False,False,False
Qwen3.5-122B,ntx3-001045-3,True,,False,False,False
Qwen3.5-122B,ntx3-002194-0,True,,False,False,False
Qwen3.5-122B,ntx3-002194-1,True,,False,False,False
Qwen3.5-122B,ntx3-002194-2,True,,False,False,False
Qwen3.5-122B,ntx3-002194-3,True,,False,False,False
Qwen3.5-122B,ntx3-000772-0,True,,False,False,False
Qwen3.5-122B,ntx3-000772-1,True,,False,False,False
Qwen3.5-122B,ntx3-000772-2,True,,False,False,False
Qwen3.5-122B,ntx3-000772-3,True,,False,False,False
Qwen3.5-122B,ntx3-001825-0,True,,False,False,False
Qwen3.5-122B,ntx3-001825-1,True,,False,False,False
Qwen3.5-122B,ntx3-001825-2,True,,False,False,False
Qwen3.5-122B,ntx3-001825-3,True,,False,False,False
Qwen3.5-122B,ntx3-002191-0,True,,False,False,False
Qwen3.5-122B,ntx3-002191-1,True,,False,False,False
Qwen3.5-122B,ntx3-002191-2,True,,False,False,False
Qwen3.5-122B,ntx3-002191-3,True,,False,False,False
