case_id,group_id,language,relation,expected_block,predicted_block,violations,correct
eng_Latn-0138-ENTITY_SHIFT,eng_Latn-0138,eng_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
eng_Latn-0138-TEMPORAL_SHIFT,eng_Latn-0138,eng_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
eng_Latn-0138-VALUE_SHIFT,eng_Latn-0138,eng_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
eng_Latn-0138-NEGATION_DROP,eng_Latn-0138,eng_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
eng_Latn-0138-QUANTIFIER_DROP,eng_Latn-0138,eng_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
eng_Latn-0138-HALLUCINATED_CRITICAL_SLOT,eng_Latn-0138,eng_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
eng_Latn-0139-CLEAN,eng_Latn-0139,eng_Latn,CLEAN,False,False,,True
eng_Latn-0139-ENTITY_SHIFT,eng_Latn-0139,eng_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
eng_Latn-0139-TEMPORAL_SHIFT,eng_Latn-0139,eng_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
eng_Latn-0139-VALUE_SHIFT,eng_Latn-0139,eng_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
eng_Latn-0139-NEGATION_DROP,eng_Latn-0139,eng_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
eng_Latn-0139-QUANTIFIER_DROP,eng_Latn-0139,eng_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
eng_Latn-0139-HALLUCINATED_CRITICAL_SLOT,eng_Latn-0139,eng_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
eng_Latn-0140-CLEAN,eng_Latn-0140,eng_Latn,CLEAN,False,False,,True
eng_Latn-0140-ENTITY_SHIFT,eng_Latn-0140,eng_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
eng_Latn-0140-TEMPORAL_SHIFT,eng_Latn-0140,eng_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
eng_Latn-0140-VALUE_SHIFT,eng_Latn-0140,eng_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
eng_Latn-0140-NEGATION_DROP,eng_Latn-0140,eng_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
eng_Latn-0140-QUANTIFIER_DROP,eng_Latn-0140,eng_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
eng_Latn-0140-HALLUCINATED_CRITICAL_SLOT,eng_Latn-0140,eng_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
eng_Latn-0141-CLEAN,eng_Latn-0141,eng_Latn,CLEAN,False,False,,True
eng_Latn-0141-ENTITY_SHIFT,eng_Latn-0141,eng_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
eng_Latn-0141-TEMPORAL_SHIFT,eng_Latn-0141,eng_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
eng_Latn-0141-VALUE_SHIFT,eng_Latn-0141,eng_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
eng_Latn-0141-NEGATION_DROP,eng_Latn-0141,eng_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
eng_Latn-0141-QUANTIFIER_DROP,eng_Latn-0141,eng_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
eng_Latn-0141-HALLUCINATED_CRITICAL_SLOT,eng_Latn-0141,eng_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
eng_Latn-0142-CLEAN,eng_Latn-0142,eng_Latn,CLEAN,False,False,,True
eng_Latn-0142-ENTITY_SHIFT,eng_Latn-0142,eng_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
eng_Latn-0142-TEMPORAL_SHIFT,eng_Latn-0142,eng_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
eng_Latn-0142-VALUE_SHIFT,eng_Latn-0142,eng_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
eng_Latn-0142-NEGATION_DROP,eng_Latn-0142,eng_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
eng_Latn-0142-QUANTIFIER_DROP,eng_Latn-0142,eng_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
eng_Latn-0142-HALLUCINATED_CRITICAL_SLOT,eng_Latn-0142,eng_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
eng_Latn-0143-CLEAN,eng_Latn-0143,eng_Latn,CLEAN,False,False,,True
eng_Latn-0143-ENTITY_SHIFT,eng_Latn-0143,eng_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
eng_Latn-0143-TEMPORAL_SHIFT,eng_Latn-0143,eng_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
eng_Latn-0143-VALUE_SHIFT,eng_Latn-0143,eng_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
eng_Latn-0143-NEGATION_DROP,eng_Latn-0143,eng_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
eng_Latn-0143-QUANTIFIER_DROP,eng_Latn-0143,eng_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
eng_Latn-0143-HALLUCINATED_CRITICAL_SLOT,eng_Latn-0143,eng_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
eng_Latn-0144-CLEAN,eng_Latn-0144,eng_Latn,CLEAN,False,False,,True
eng_Latn-0144-ENTITY_SHIFT,eng_Latn-0144,eng_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
eng_Latn-0144-TEMPORAL_SHIFT,eng_Latn-0144,eng_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
eng_Latn-0144-VALUE_SHIFT,eng_Latn-0144,eng_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
eng_Latn-0144-NEGATION_DROP,eng_Latn-0144,eng_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
eng_Latn-0144-QUANTIFIER_DROP,eng_Latn-0144,eng_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
eng_Latn-0144-HALLUCINATED_CRITICAL_SLOT,eng_Latn-0144,eng_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
eng_Latn-0145-CLEAN,eng_Latn-0145,eng_Latn,CLEAN,False,False,,True
eng_Latn-0145-ENTITY_SHIFT,eng_Latn-0145,eng_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
eng_Latn-0145-TEMPORAL_SHIFT,eng_Latn-0145,eng_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
eng_Latn-0145-VALUE_SHIFT,eng_Latn-0145,eng_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
eng_Latn-0145-NEGATION_DROP,eng_Latn-0145,eng_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
eng_Latn-0145-QUANTIFIER_DROP,eng_Latn-0145,eng_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
eng_Latn-0145-HALLUCINATED_CRITICAL_SLOT,eng_Latn-0145,eng_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
eng_Latn-0146-CLEAN,eng_Latn-0146,eng_Latn,CLEAN,False,False,,True
eng_Latn-0146-ENTITY_SHIFT,eng_Latn-0146,eng_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
eng_Latn-0146-TEMPORAL_SHIFT,eng_Latn-0146,eng_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
eng_Latn-0146-VALUE_SHIFT,eng_Latn-0146,eng_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
eng_Latn-0146-NEGATION_DROP,eng_Latn-0146,eng_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
eng_Latn-0146-QUANTIFIER_DROP,eng_Latn-0146,eng_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
eng_Latn-0146-HALLUCINATED_CRITICAL_SLOT,eng_Latn-0146,eng_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
eng_Latn-0147-CLEAN,eng_Latn-0147,eng_Latn,CLEAN,False,False,,True
eng_Latn-0147-ENTITY_SHIFT,eng_Latn-0147,eng_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
eng_Latn-0147-TEMPORAL_SHIFT,eng_Latn-0147,eng_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
eng_Latn-0147-VALUE_SHIFT,eng_Latn-0147,eng_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
eng_Latn-0147-NEGATION_DROP,eng_Latn-0147,eng_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
eng_Latn-0147-QUANTIFIER_DROP,eng_Latn-0147,eng_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
eng_Latn-0147-HALLUCINATED_CRITICAL_SLOT,eng_Latn-0147,eng_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
eng_Latn-0148-CLEAN,eng_Latn-0148,eng_Latn,CLEAN,False,False,,True
eng_Latn-0148-ENTITY_SHIFT,eng_Latn-0148,eng_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
eng_Latn-0148-TEMPORAL_SHIFT,eng_Latn-0148,eng_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
eng_Latn-0148-VALUE_SHIFT,eng_Latn-0148,eng_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
eng_Latn-0148-NEGATION_DROP,eng_Latn-0148,eng_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
eng_Latn-0148-QUANTIFIER_DROP,eng_Latn-0148,eng_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
eng_Latn-0148-HALLUCINATED_CRITICAL_SLOT,eng_Latn-0148,eng_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
eng_Latn-0149-CLEAN,eng_Latn-0149,eng_Latn,CLEAN,False,False,,True
eng_Latn-0149-ENTITY_SHIFT,eng_Latn-0149,eng_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
eng_Latn-0149-TEMPORAL_SHIFT,eng_Latn-0149,eng_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
eng_Latn-0149-VALUE_SHIFT,eng_Latn-0149,eng_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
eng_Latn-0149-NEGATION_DROP,eng_Latn-0149,eng_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
eng_Latn-0149-QUANTIFIER_DROP,eng_Latn-0149,eng_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
eng_Latn-0149-HALLUCINATED_CRITICAL_SLOT,eng_Latn-0149,eng_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
eng_Latn-0150-CLEAN,eng_Latn-0150,eng_Latn,CLEAN,False,False,,True
eng_Latn-0150-ENTITY_SHIFT,eng_Latn-0150,eng_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
eng_Latn-0150-TEMPORAL_SHIFT,eng_Latn-0150,eng_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
eng_Latn-0150-VALUE_SHIFT,eng_Latn-0150,eng_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
eng_Latn-0150-NEGATION_DROP,eng_Latn-0150,eng_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
eng_Latn-0150-QUANTIFIER_DROP,eng_Latn-0150,eng_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
eng_Latn-0150-HALLUCINATED_CRITICAL_SLOT,eng_Latn-0150,eng_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
eng_Latn-0151-CLEAN,eng_Latn-0151,eng_Latn,CLEAN,False,False,,True
eng_Latn-0151-ENTITY_SHIFT,eng_Latn-0151,eng_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
eng_Latn-0151-TEMPORAL_SHIFT,eng_Latn-0151,eng_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
eng_Latn-0151-VALUE_SHIFT,eng_Latn-0151,eng_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
eng_Latn-0151-NEGATION_DROP,eng_Latn-0151,eng_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
eng_Latn-0151-QUANTIFIER_DROP,eng_Latn-0151,eng_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
eng_Latn-0151-HALLUCINATED_CRITICAL_SLOT,eng_Latn-0151,eng_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
eng_Latn-0152-CLEAN,eng_Latn-0152,eng_Latn,CLEAN,False,False,,True
eng_Latn-0152-ENTITY_SHIFT,eng_Latn-0152,eng_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
eng_Latn-0152-TEMPORAL_SHIFT,eng_Latn-0152,eng_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
eng_Latn-0152-VALUE_SHIFT,eng_Latn-0152,eng_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
eng_Latn-0152-NEGATION_DROP,eng_Latn-0152,eng_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
eng_Latn-0152-QUANTIFIER_DROP,eng_Latn-0152,eng_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
eng_Latn-0152-HALLUCINATED_CRITICAL_SLOT,eng_Latn-0152,eng_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
eng_Latn-0153-CLEAN,eng_Latn-0153,eng_Latn,CLEAN,False,False,,True
eng_Latn-0153-ENTITY_SHIFT,eng_Latn-0153,eng_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
eng_Latn-0153-TEMPORAL_SHIFT,eng_Latn-0153,eng_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
eng_Latn-0153-VALUE_SHIFT,eng_Latn-0153,eng_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
eng_Latn-0153-NEGATION_DROP,eng_Latn-0153,eng_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
eng_Latn-0153-QUANTIFIER_DROP,eng_Latn-0153,eng_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
eng_Latn-0153-HALLUCINATED_CRITICAL_SLOT,eng_Latn-0153,eng_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
eng_Latn-0154-CLEAN,eng_Latn-0154,eng_Latn,CLEAN,False,False,,True
eng_Latn-0154-ENTITY_SHIFT,eng_Latn-0154,eng_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
eng_Latn-0154-TEMPORAL_SHIFT,eng_Latn-0154,eng_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
eng_Latn-0154-VALUE_SHIFT,eng_Latn-0154,eng_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
eng_Latn-0154-NEGATION_DROP,eng_Latn-0154,eng_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
eng_Latn-0154-QUANTIFIER_DROP,eng_Latn-0154,eng_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
eng_Latn-0154-HALLUCINATED_CRITICAL_SLOT,eng_Latn-0154,eng_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
eng_Latn-0155-CLEAN,eng_Latn-0155,eng_Latn,CLEAN,False,False,,True
eng_Latn-0155-ENTITY_SHIFT,eng_Latn-0155,eng_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
eng_Latn-0155-TEMPORAL_SHIFT,eng_Latn-0155,eng_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
eng_Latn-0155-VALUE_SHIFT,eng_Latn-0155,eng_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
eng_Latn-0155-NEGATION_DROP,eng_Latn-0155,eng_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
eng_Latn-0155-QUANTIFIER_DROP,eng_Latn-0155,eng_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
eng_Latn-0155-HALLUCINATED_CRITICAL_SLOT,eng_Latn-0155,eng_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
eng_Latn-0156-CLEAN,eng_Latn-0156,eng_Latn,CLEAN,False,False,,True
eng_Latn-0156-ENTITY_SHIFT,eng_Latn-0156,eng_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
eng_Latn-0156-TEMPORAL_SHIFT,eng_Latn-0156,eng_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
eng_Latn-0156-VALUE_SHIFT,eng_Latn-0156,eng_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
eng_Latn-0156-NEGATION_DROP,eng_Latn-0156,eng_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
eng_Latn-0156-QUANTIFIER_DROP,eng_Latn-0156,eng_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
eng_Latn-0156-HALLUCINATED_CRITICAL_SLOT,eng_Latn-0156,eng_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
eng_Latn-0157-CLEAN,eng_Latn-0157,eng_Latn,CLEAN,False,False,,True
eng_Latn-0157-ENTITY_SHIFT,eng_Latn-0157,eng_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
eng_Latn-0157-TEMPORAL_SHIFT,eng_Latn-0157,eng_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
eng_Latn-0157-VALUE_SHIFT,eng_Latn-0157,eng_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
eng_Latn-0157-NEGATION_DROP,eng_Latn-0157,eng_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
eng_Latn-0157-QUANTIFIER_DROP,eng_Latn-0157,eng_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
eng_Latn-0157-HALLUCINATED_CRITICAL_SLOT,eng_Latn-0157,eng_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
eng_Latn-0158-CLEAN,eng_Latn-0158,eng_Latn,CLEAN,False,False,,True
eng_Latn-0158-ENTITY_SHIFT,eng_Latn-0158,eng_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
eng_Latn-0158-TEMPORAL_SHIFT,eng_Latn-0158,eng_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
eng_Latn-0158-VALUE_SHIFT,eng_Latn-0158,eng_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
eng_Latn-0158-NEGATION_DROP,eng_Latn-0158,eng_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
eng_Latn-0158-QUANTIFIER_DROP,eng_Latn-0158,eng_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
eng_Latn-0158-HALLUCINATED_CRITICAL_SLOT,eng_Latn-0158,eng_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
eng_Latn-0159-CLEAN,eng_Latn-0159,eng_Latn,CLEAN,False,False,,True
eng_Latn-0159-ENTITY_SHIFT,eng_Latn-0159,eng_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
eng_Latn-0159-TEMPORAL_SHIFT,eng_Latn-0159,eng_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
eng_Latn-0159-VALUE_SHIFT,eng_Latn-0159,eng_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
eng_Latn-0159-NEGATION_DROP,eng_Latn-0159,eng_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
eng_Latn-0159-QUANTIFIER_DROP,eng_Latn-0159,eng_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
eng_Latn-0159-HALLUCINATED_CRITICAL_SLOT,eng_Latn-0159,eng_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
eng_Latn-0160-CLEAN,eng_Latn-0160,eng_Latn,CLEAN,False,False,,True
eng_Latn-0160-ENTITY_SHIFT,eng_Latn-0160,eng_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
eng_Latn-0160-TEMPORAL_SHIFT,eng_Latn-0160,eng_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
eng_Latn-0160-VALUE_SHIFT,eng_Latn-0160,eng_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
eng_Latn-0160-NEGATION_DROP,eng_Latn-0160,eng_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
eng_Latn-0160-QUANTIFIER_DROP,eng_Latn-0160,eng_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
eng_Latn-0160-HALLUCINATED_CRITICAL_SLOT,eng_Latn-0160,eng_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
eng_Latn-0161-CLEAN,eng_Latn-0161,eng_Latn,CLEAN,False,False,,True
eng_Latn-0161-ENTITY_SHIFT,eng_Latn-0161,eng_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
eng_Latn-0161-TEMPORAL_SHIFT,eng_Latn-0161,eng_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
eng_Latn-0161-VALUE_SHIFT,eng_Latn-0161,eng_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
eng_Latn-0161-NEGATION_DROP,eng_Latn-0161,eng_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
eng_Latn-0161-QUANTIFIER_DROP,eng_Latn-0161,eng_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
eng_Latn-0161-HALLUCINATED_CRITICAL_SLOT,eng_Latn-0161,eng_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
eng_Latn-0162-CLEAN,eng_Latn-0162,eng_Latn,CLEAN,False,False,,True
eng_Latn-0162-ENTITY_SHIFT,eng_Latn-0162,eng_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
eng_Latn-0162-TEMPORAL_SHIFT,eng_Latn-0162,eng_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
eng_Latn-0162-VALUE_SHIFT,eng_Latn-0162,eng_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
eng_Latn-0162-NEGATION_DROP,eng_Latn-0162,eng_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
eng_Latn-0162-QUANTIFIER_DROP,eng_Latn-0162,eng_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
eng_Latn-0162-HALLUCINATED_CRITICAL_SLOT,eng_Latn-0162,eng_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
eng_Latn-0163-CLEAN,eng_Latn-0163,eng_Latn,CLEAN,False,False,,True
eng_Latn-0163-ENTITY_SHIFT,eng_Latn-0163,eng_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
eng_Latn-0163-TEMPORAL_SHIFT,eng_Latn-0163,eng_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
eng_Latn-0163-VALUE_SHIFT,eng_Latn-0163,eng_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
eng_Latn-0163-NEGATION_DROP,eng_Latn-0163,eng_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
eng_Latn-0163-QUANTIFIER_DROP,eng_Latn-0163,eng_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
eng_Latn-0163-HALLUCINATED_CRITICAL_SLOT,eng_Latn-0163,eng_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
eng_Latn-0164-CLEAN,eng_Latn-0164,eng_Latn,CLEAN,False,False,,True
eng_Latn-0164-ENTITY_SHIFT,eng_Latn-0164,eng_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
eng_Latn-0164-TEMPORAL_SHIFT,eng_Latn-0164,eng_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
eng_Latn-0164-VALUE_SHIFT,eng_Latn-0164,eng_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
eng_Latn-0164-NEGATION_DROP,eng_Latn-0164,eng_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
eng_Latn-0164-QUANTIFIER_DROP,eng_Latn-0164,eng_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
eng_Latn-0164-HALLUCINATED_CRITICAL_SLOT,eng_Latn-0164,eng_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
eng_Latn-0165-CLEAN,eng_Latn-0165,eng_Latn,CLEAN,False,False,,True
eng_Latn-0165-ENTITY_SHIFT,eng_Latn-0165,eng_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
eng_Latn-0165-TEMPORAL_SHIFT,eng_Latn-0165,eng_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
eng_Latn-0165-VALUE_SHIFT,eng_Latn-0165,eng_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
eng_Latn-0165-NEGATION_DROP,eng_Latn-0165,eng_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
eng_Latn-0165-QUANTIFIER_DROP,eng_Latn-0165,eng_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
eng_Latn-0165-HALLUCINATED_CRITICAL_SLOT,eng_Latn-0165,eng_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
eng_Latn-0166-CLEAN,eng_Latn-0166,eng_Latn,CLEAN,False,False,,True
eng_Latn-0166-ENTITY_SHIFT,eng_Latn-0166,eng_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
eng_Latn-0166-TEMPORAL_SHIFT,eng_Latn-0166,eng_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
eng_Latn-0166-VALUE_SHIFT,eng_Latn-0166,eng_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
eng_Latn-0166-NEGATION_DROP,eng_Latn-0166,eng_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
