case_id,group_id,language,relation,raw_text,gold_contract,candidate_contract,expected_block
eng_Latn-0254-QUANTIFIER_DROP,eng_Latn-0254,eng_Latn,QUANTIFIER_DROP,do not archive only invoices for vendor 5781 for may 2025 with amount INR 7500.,"{""AMOUNT"": 7500, ""CURRENCY"": ""INR"", ""MONTH"": 5, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 5781, ""YEAR"": 2025}","{""AMOUNT"": 7500, ""CURRENCY"": ""INR"", ""MONTH"": 5, ""NEGATED"": true, ""QUANTIFIER"": ""MATCHING"", ""VENDOR_ID"": 5781, ""YEAR"": 2025}",True
eng_Latn-0254-HALLUCINATED_CRITICAL_SLOT,eng_Latn-0254,eng_Latn,HALLUCINATED_CRITICAL_SLOT,do not archive only invoices for vendor 5781 for may 2025 with amount INR 7500.,"{""AMOUNT"": 7500, ""CURRENCY"": ""INR"", ""MONTH"": 5, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 5781, ""YEAR"": 2025}","{""AMOUNT"": 7500, ""CURRENCY"": ""INR"", ""MONTH"": 5, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""RECIPIENT_ID"": ""R379"", ""VENDOR_ID"": 5781, ""YEAR"": 2025}",True
eng_Latn-0255-CLEAN,eng_Latn-0255,eng_Latn,CLEAN,do not archive all invoices for vendor 4711 for january 2025 with amount INR 50000.,"{""AMOUNT"": 50000, ""CURRENCY"": ""INR"", ""MONTH"": 1, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 4711, ""YEAR"": 2025}","{""AMOUNT"": 50000, ""CURRENCY"": ""INR"", ""MONTH"": 1, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 4711, ""YEAR"": 2025}",False
eng_Latn-0255-ENTITY_SHIFT,eng_Latn-0255,eng_Latn,ENTITY_SHIFT,do not archive all invoices for vendor 4711 for january 2025 with amount INR 50000.,"{""AMOUNT"": 50000, ""CURRENCY"": ""INR"", ""MONTH"": 1, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 4711, ""YEAR"": 2025}","{""AMOUNT"": 50000, ""CURRENCY"": ""INR"", ""MONTH"": 1, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 4812, ""YEAR"": 2025}",True
eng_Latn-0255-TEMPORAL_SHIFT,eng_Latn-0255,eng_Latn,TEMPORAL_SHIFT,do not archive all invoices for vendor 4711 for january 2025 with amount INR 50000.,"{""AMOUNT"": 50000, ""CURRENCY"": ""INR"", ""MONTH"": 1, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 4711, ""YEAR"": 2025}","{""AMOUNT"": 50000, ""CURRENCY"": ""INR"", ""MONTH"": 2, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 4711, ""YEAR"": 2025}",True
eng_Latn-0255-VALUE_SHIFT,eng_Latn-0255,eng_Latn,VALUE_SHIFT,do not archive all invoices for vendor 4711 for january 2025 with amount INR 50000.,"{""AMOUNT"": 50000, ""CURRENCY"": ""INR"", ""MONTH"": 1, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 4711, ""YEAR"": 2025}","{""AMOUNT"": 50500, ""CURRENCY"": ""INR"", ""MONTH"": 1, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 4711, ""YEAR"": 2025}",True
eng_Latn-0255-NEGATION_DROP,eng_Latn-0255,eng_Latn,NEGATION_DROP,do not archive all invoices for vendor 4711 for january 2025 with amount INR 50000.,"{""AMOUNT"": 50000, ""CURRENCY"": ""INR"", ""MONTH"": 1, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 4711, ""YEAR"": 2025}","{""AMOUNT"": 50000, ""CURRENCY"": ""INR"", ""MONTH"": 1, ""NEGATED"": false, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 4711, ""YEAR"": 2025}",True
eng_Latn-0255-QUANTIFIER_DROP,eng_Latn-0255,eng_Latn,QUANTIFIER_DROP,do not archive all invoices for vendor 4711 for january 2025 with amount INR 50000.,"{""AMOUNT"": 50000, ""CURRENCY"": ""INR"", ""MONTH"": 1, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 4711, ""YEAR"": 2025}","{""AMOUNT"": 50000, ""CURRENCY"": ""INR"", ""MONTH"": 1, ""NEGATED"": true, ""QUANTIFIER"": ""MATCHING"", ""VENDOR_ID"": 4711, ""YEAR"": 2025}",True
eng_Latn-0255-HALLUCINATED_CRITICAL_SLOT,eng_Latn-0255,eng_Latn,HALLUCINATED_CRITICAL_SLOT,do not archive all invoices for vendor 4711 for january 2025 with amount INR 50000.,"{""AMOUNT"": 50000, ""CURRENCY"": ""INR"", ""MONTH"": 1, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 4711, ""YEAR"": 2025}","{""AMOUNT"": 50000, ""CURRENCY"": ""INR"", ""MONTH"": 1, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""RECIPIENT_ID"": ""R960"", ""VENDOR_ID"": 4711, ""YEAR"": 2025}",True
eng_Latn-0256-CLEAN,eng_Latn-0256,eng_Latn,CLEAN,do not archive only invoices for vendor 3504 for may 2025 with amount INR 5000.,"{""AMOUNT"": 5000, ""CURRENCY"": ""INR"", ""MONTH"": 5, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 3504, ""YEAR"": 2025}","{""AMOUNT"": 5000, ""CURRENCY"": ""INR"", ""MONTH"": 5, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 3504, ""YEAR"": 2025}",False
eng_Latn-0256-ENTITY_SHIFT,eng_Latn-0256,eng_Latn,ENTITY_SHIFT,do not archive only invoices for vendor 3504 for may 2025 with amount INR 5000.,"{""AMOUNT"": 5000, ""CURRENCY"": ""INR"", ""MONTH"": 5, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 3504, ""YEAR"": 2025}","{""AMOUNT"": 5000, ""CURRENCY"": ""INR"", ""MONTH"": 5, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 3605, ""YEAR"": 2025}",True
eng_Latn-0256-TEMPORAL_SHIFT,eng_Latn-0256,eng_Latn,TEMPORAL_SHIFT,do not archive only invoices for vendor 3504 for may 2025 with amount INR 5000.,"{""AMOUNT"": 5000, ""CURRENCY"": ""INR"", ""MONTH"": 5, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 3504, ""YEAR"": 2025}","{""AMOUNT"": 5000, ""CURRENCY"": ""INR"", ""MONTH"": 6, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 3504, ""YEAR"": 2025}",True
eng_Latn-0256-VALUE_SHIFT,eng_Latn-0256,eng_Latn,VALUE_SHIFT,do not archive only invoices for vendor 3504 for may 2025 with amount INR 5000.,"{""AMOUNT"": 5000, ""CURRENCY"": ""INR"", ""MONTH"": 5, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 3504, ""YEAR"": 2025}","{""AMOUNT"": 6000, ""CURRENCY"": ""INR"", ""MONTH"": 5, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 3504, ""YEAR"": 2025}",True
eng_Latn-0256-NEGATION_DROP,eng_Latn-0256,eng_Latn,NEGATION_DROP,do not archive only invoices for vendor 3504 for may 2025 with amount INR 5000.,"{""AMOUNT"": 5000, ""CURRENCY"": ""INR"", ""MONTH"": 5, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 3504, ""YEAR"": 2025}","{""AMOUNT"": 5000, ""CURRENCY"": ""INR"", ""MONTH"": 5, ""NEGATED"": false, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 3504, ""YEAR"": 2025}",True
eng_Latn-0256-QUANTIFIER_DROP,eng_Latn-0256,eng_Latn,QUANTIFIER_DROP,do not archive only invoices for vendor 3504 for may 2025 with amount INR 5000.,"{""AMOUNT"": 5000, ""CURRENCY"": ""INR"", ""MONTH"": 5, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 3504, ""YEAR"": 2025}","{""AMOUNT"": 5000, ""CURRENCY"": ""INR"", ""MONTH"": 5, ""NEGATED"": true, ""QUANTIFIER"": ""MATCHING"", ""VENDOR_ID"": 3504, ""YEAR"": 2025}",True
eng_Latn-0256-HALLUCINATED_CRITICAL_SLOT,eng_Latn-0256,eng_Latn,HALLUCINATED_CRITICAL_SLOT,do not archive only invoices for vendor 3504 for may 2025 with amount INR 5000.,"{""AMOUNT"": 5000, ""CURRENCY"": ""INR"", ""MONTH"": 5, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 3504, ""YEAR"": 2025}","{""AMOUNT"": 5000, ""CURRENCY"": ""INR"", ""MONTH"": 5, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""RECIPIENT_ID"": ""R233"", ""VENDOR_ID"": 3504, ""YEAR"": 2025}",True
eng_Latn-0257-CLEAN,eng_Latn-0257,eng_Latn,CLEAN,do not archive only invoices for vendor 3537 for march 2025 with amount INR 25000.,"{""AMOUNT"": 25000, ""CURRENCY"": ""INR"", ""MONTH"": 3, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 3537, ""YEAR"": 2025}","{""AMOUNT"": 25000, ""CURRENCY"": ""INR"", ""MONTH"": 3, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 3537, ""YEAR"": 2025}",False
eng_Latn-0257-ENTITY_SHIFT,eng_Latn-0257,eng_Latn,ENTITY_SHIFT,do not archive only invoices for vendor 3537 for march 2025 with amount INR 25000.,"{""AMOUNT"": 25000, ""CURRENCY"": ""INR"", ""MONTH"": 3, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 3537, ""YEAR"": 2025}","{""AMOUNT"": 25000, ""CURRENCY"": ""INR"", ""MONTH"": 3, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 3538, ""YEAR"": 2025}",True
eng_Latn-0257-TEMPORAL_SHIFT,eng_Latn-0257,eng_Latn,TEMPORAL_SHIFT,do not archive only invoices for vendor 3537 for march 2025 with amount INR 25000.,"{""AMOUNT"": 25000, ""CURRENCY"": ""INR"", ""MONTH"": 3, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 3537, ""YEAR"": 2025}","{""AMOUNT"": 25000, ""CURRENCY"": ""INR"", ""MONTH"": 4, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 3537, ""YEAR"": 2025}",True
eng_Latn-0257-VALUE_SHIFT,eng_Latn-0257,eng_Latn,VALUE_SHIFT,do not archive only invoices for vendor 3537 for march 2025 with amount INR 25000.,"{""AMOUNT"": 25000, ""CURRENCY"": ""INR"", ""MONTH"": 3, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 3537, ""YEAR"": 2025}","{""AMOUNT"": 26000, ""CURRENCY"": ""INR"", ""MONTH"": 3, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 3537, ""YEAR"": 2025}",True
eng_Latn-0257-NEGATION_DROP,eng_Latn-0257,eng_Latn,NEGATION_DROP,do not archive only invoices for vendor 3537 for march 2025 with amount INR 25000.,"{""AMOUNT"": 25000, ""CURRENCY"": ""INR"", ""MONTH"": 3, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 3537, ""YEAR"": 2025}","{""AMOUNT"": 25000, ""CURRENCY"": ""INR"", ""MONTH"": 3, ""NEGATED"": false, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 3537, ""YEAR"": 2025}",True
eng_Latn-0257-QUANTIFIER_DROP,eng_Latn-0257,eng_Latn,QUANTIFIER_DROP,do not archive only invoices for vendor 3537 for march 2025 with amount INR 25000.,"{""AMOUNT"": 25000, ""CURRENCY"": ""INR"", ""MONTH"": 3, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 3537, ""YEAR"": 2025}","{""AMOUNT"": 25000, ""CURRENCY"": ""INR"", ""MONTH"": 3, ""NEGATED"": true, ""QUANTIFIER"": ""MATCHING"", ""VENDOR_ID"": 3537, ""YEAR"": 2025}",True
eng_Latn-0257-HALLUCINATED_CRITICAL_SLOT,eng_Latn-0257,eng_Latn,HALLUCINATED_CRITICAL_SLOT,do not archive only invoices for vendor 3537 for march 2025 with amount INR 25000.,"{""AMOUNT"": 25000, ""CURRENCY"": ""INR"", ""MONTH"": 3, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 3537, ""YEAR"": 2025}","{""AMOUNT"": 25000, ""CURRENCY"": ""INR"", ""MONTH"": 3, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""RECIPIENT_ID"": ""R104"", ""VENDOR_ID"": 3537, ""YEAR"": 2025}",True
eng_Latn-0258-CLEAN,eng_Latn-0258,eng_Latn,CLEAN,do not archive all invoices for vendor 3724 for february 2024 with amount INR 7500.,"{""AMOUNT"": 7500, ""CURRENCY"": ""INR"", ""MONTH"": 2, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 3724, ""YEAR"": 2024}","{""AMOUNT"": 7500, ""CURRENCY"": ""INR"", ""MONTH"": 2, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 3724, ""YEAR"": 2024}",False
eng_Latn-0258-ENTITY_SHIFT,eng_Latn-0258,eng_Latn,ENTITY_SHIFT,do not archive all invoices for vendor 3724 for february 2024 with amount INR 7500.,"{""AMOUNT"": 7500, ""CURRENCY"": ""INR"", ""MONTH"": 2, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 3724, ""YEAR"": 2024}","{""AMOUNT"": 7500, ""CURRENCY"": ""INR"", ""MONTH"": 2, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 3731, ""YEAR"": 2024}",True
eng_Latn-0258-TEMPORAL_SHIFT,eng_Latn-0258,eng_Latn,TEMPORAL_SHIFT,do not archive all invoices for vendor 3724 for february 2024 with amount INR 7500.,"{""AMOUNT"": 7500, ""CURRENCY"": ""INR"", ""MONTH"": 2, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 3724, ""YEAR"": 2024}","{""AMOUNT"": 7500, ""CURRENCY"": ""INR"", ""MONTH"": 3, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 3724, ""YEAR"": 2024}",True
eng_Latn-0258-VALUE_SHIFT,eng_Latn-0258,eng_Latn,VALUE_SHIFT,do not archive all invoices for vendor 3724 for february 2024 with amount INR 7500.,"{""AMOUNT"": 7500, ""CURRENCY"": ""INR"", ""MONTH"": 2, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 3724, ""YEAR"": 2024}","{""AMOUNT"": 12500, ""CURRENCY"": ""INR"", ""MONTH"": 2, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 3724, ""YEAR"": 2024}",True
eng_Latn-0258-NEGATION_DROP,eng_Latn-0258,eng_Latn,NEGATION_DROP,do not archive all invoices for vendor 3724 for february 2024 with amount INR 7500.,"{""AMOUNT"": 7500, ""CURRENCY"": ""INR"", ""MONTH"": 2, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 3724, ""YEAR"": 2024}","{""AMOUNT"": 7500, ""CURRENCY"": ""INR"", ""MONTH"": 2, ""NEGATED"": false, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 3724, ""YEAR"": 2024}",True
eng_Latn-0258-QUANTIFIER_DROP,eng_Latn-0258,eng_Latn,QUANTIFIER_DROP,do not archive all invoices for vendor 3724 for february 2024 with amount INR 7500.,"{""AMOUNT"": 7500, ""CURRENCY"": ""INR"", ""MONTH"": 2, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 3724, ""YEAR"": 2024}","{""AMOUNT"": 7500, ""CURRENCY"": ""INR"", ""MONTH"": 2, ""NEGATED"": true, ""QUANTIFIER"": ""MATCHING"", ""VENDOR_ID"": 3724, ""YEAR"": 2024}",True
eng_Latn-0258-HALLUCINATED_CRITICAL_SLOT,eng_Latn-0258,eng_Latn,HALLUCINATED_CRITICAL_SLOT,do not archive all invoices for vendor 3724 for february 2024 with amount INR 7500.,"{""AMOUNT"": 7500, ""CURRENCY"": ""INR"", ""MONTH"": 2, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 3724, ""YEAR"": 2024}","{""AMOUNT"": 7500, ""CURRENCY"": ""INR"", ""MONTH"": 2, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""RECIPIENT_ID"": ""R352"", ""VENDOR_ID"": 3724, ""YEAR"": 2024}",True
eng_Latn-0259-CLEAN,eng_Latn-0259,eng_Latn,CLEAN,do not archive only invoices for vendor 4157 for december 2025 with amount INR 5000.,"{""AMOUNT"": 5000, ""CURRENCY"": ""INR"", ""MONTH"": 12, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 4157, ""YEAR"": 2025}","{""AMOUNT"": 5000, ""CURRENCY"": ""INR"", ""MONTH"": 12, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 4157, ""YEAR"": 2025}",False
eng_Latn-0259-ENTITY_SHIFT,eng_Latn-0259,eng_Latn,ENTITY_SHIFT,do not archive only invoices for vendor 4157 for december 2025 with amount INR 5000.,"{""AMOUNT"": 5000, ""CURRENCY"": ""INR"", ""MONTH"": 12, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 4157, ""YEAR"": 2025}","{""AMOUNT"": 5000, ""CURRENCY"": ""INR"", ""MONTH"": 12, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 4158, ""YEAR"": 2025}",True
eng_Latn-0259-TEMPORAL_SHIFT,eng_Latn-0259,eng_Latn,TEMPORAL_SHIFT,do not archive only invoices for vendor 4157 for december 2025 with amount INR 5000.,"{""AMOUNT"": 5000, ""CURRENCY"": ""INR"", ""MONTH"": 12, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 4157, ""YEAR"": 2025}","{""AMOUNT"": 5000, ""CURRENCY"": ""INR"", ""MONTH"": 1, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 4157, ""YEAR"": 2025}",True
eng_Latn-0259-VALUE_SHIFT,eng_Latn-0259,eng_Latn,VALUE_SHIFT,do not archive only invoices for vendor 4157 for december 2025 with amount INR 5000.,"{""AMOUNT"": 5000, ""CURRENCY"": ""INR"", ""MONTH"": 12, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 4157, ""YEAR"": 2025}","{""AMOUNT"": 6000, ""CURRENCY"": ""INR"", ""MONTH"": 12, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 4157, ""YEAR"": 2025}",True
eng_Latn-0259-NEGATION_DROP,eng_Latn-0259,eng_Latn,NEGATION_DROP,do not archive only invoices for vendor 4157 for december 2025 with amount INR 5000.,"{""AMOUNT"": 5000, ""CURRENCY"": ""INR"", ""MONTH"": 12, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 4157, ""YEAR"": 2025}","{""AMOUNT"": 5000, ""CURRENCY"": ""INR"", ""MONTH"": 12, ""NEGATED"": false, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 4157, ""YEAR"": 2025}",True
eng_Latn-0259-QUANTIFIER_DROP,eng_Latn-0259,eng_Latn,QUANTIFIER_DROP,do not archive only invoices for vendor 4157 for december 2025 with amount INR 5000.,"{""AMOUNT"": 5000, ""CURRENCY"": ""INR"", ""MONTH"": 12, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 4157, ""YEAR"": 2025}","{""AMOUNT"": 5000, ""CURRENCY"": ""INR"", ""MONTH"": 12, ""NEGATED"": true, ""QUANTIFIER"": ""MATCHING"", ""VENDOR_ID"": 4157, ""YEAR"": 2025}",True
eng_Latn-0259-HALLUCINATED_CRITICAL_SLOT,eng_Latn-0259,eng_Latn,HALLUCINATED_CRITICAL_SLOT,do not archive only invoices for vendor 4157 for december 2025 with amount INR 5000.,"{""AMOUNT"": 5000, ""CURRENCY"": ""INR"", ""MONTH"": 12, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 4157, ""YEAR"": 2025}","{""AMOUNT"": 5000, ""CURRENCY"": ""INR"", ""MONTH"": 12, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""RECIPIENT_ID"": ""R439"", ""VENDOR_ID"": 4157, ""YEAR"": 2025}",True
eng_Latn-0260-CLEAN,eng_Latn-0260,eng_Latn,CLEAN,do not archive only invoices for vendor 8581 for august 2026 with amount INR 25000.,"{""AMOUNT"": 25000, ""CURRENCY"": ""INR"", ""MONTH"": 8, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 8581, ""YEAR"": 2026}","{""AMOUNT"": 25000, ""CURRENCY"": ""INR"", ""MONTH"": 8, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 8581, ""YEAR"": 2026}",False
eng_Latn-0260-ENTITY_SHIFT,eng_Latn-0260,eng_Latn,ENTITY_SHIFT,do not archive only invoices for vendor 8581 for august 2026 with amount INR 25000.,"{""AMOUNT"": 25000, ""CURRENCY"": ""INR"", ""MONTH"": 8, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 8581, ""YEAR"": 2026}","{""AMOUNT"": 25000, ""CURRENCY"": ""INR"", ""MONTH"": 8, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 8682, ""YEAR"": 2026}",True
eng_Latn-0260-TEMPORAL_SHIFT,eng_Latn-0260,eng_Latn,TEMPORAL_SHIFT,do not archive only invoices for vendor 8581 for august 2026 with amount INR 25000.,"{""AMOUNT"": 25000, ""CURRENCY"": ""INR"", ""MONTH"": 8, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 8581, ""YEAR"": 2026}","{""AMOUNT"": 25000, ""CURRENCY"": ""INR"", ""MONTH"": 9, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 8581, ""YEAR"": 2026}",True
eng_Latn-0260-VALUE_SHIFT,eng_Latn-0260,eng_Latn,VALUE_SHIFT,do not archive only invoices for vendor 8581 for august 2026 with amount INR 25000.,"{""AMOUNT"": 25000, ""CURRENCY"": ""INR"", ""MONTH"": 8, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 8581, ""YEAR"": 2026}","{""AMOUNT"": 25500, ""CURRENCY"": ""INR"", ""MONTH"": 8, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 8581, ""YEAR"": 2026}",True
eng_Latn-0260-NEGATION_DROP,eng_Latn-0260,eng_Latn,NEGATION_DROP,do not archive only invoices for vendor 8581 for august 2026 with amount INR 25000.,"{""AMOUNT"": 25000, ""CURRENCY"": ""INR"", ""MONTH"": 8, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 8581, ""YEAR"": 2026}","{""AMOUNT"": 25000, ""CURRENCY"": ""INR"", ""MONTH"": 8, ""NEGATED"": false, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 8581, ""YEAR"": 2026}",True
eng_Latn-0260-QUANTIFIER_DROP,eng_Latn-0260,eng_Latn,QUANTIFIER_DROP,do not archive only invoices for vendor 8581 for august 2026 with amount INR 25000.,"{""AMOUNT"": 25000, ""CURRENCY"": ""INR"", ""MONTH"": 8, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 8581, ""YEAR"": 2026}","{""AMOUNT"": 25000, ""CURRENCY"": ""INR"", ""MONTH"": 8, ""NEGATED"": true, ""QUANTIFIER"": ""MATCHING"", ""VENDOR_ID"": 8581, ""YEAR"": 2026}",True
eng_Latn-0260-HALLUCINATED_CRITICAL_SLOT,eng_Latn-0260,eng_Latn,HALLUCINATED_CRITICAL_SLOT,do not archive only invoices for vendor 8581 for august 2026 with amount INR 25000.,"{""AMOUNT"": 25000, ""CURRENCY"": ""INR"", ""MONTH"": 8, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 8581, ""YEAR"": 2026}","{""AMOUNT"": 25000, ""CURRENCY"": ""INR"", ""MONTH"": 8, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""RECIPIENT_ID"": ""R346"", ""VENDOR_ID"": 8581, ""YEAR"": 2026}",True
eng_Latn-0261-CLEAN,eng_Latn-0261,eng_Latn,CLEAN,do not archive all invoices for vendor 8368 for november 2024 with amount INR 25000.,"{""AMOUNT"": 25000, ""CURRENCY"": ""INR"", ""MONTH"": 11, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 8368, ""YEAR"": 2024}","{""AMOUNT"": 25000, ""CURRENCY"": ""INR"", ""MONTH"": 11, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 8368, ""YEAR"": 2024}",False
eng_Latn-0261-ENTITY_SHIFT,eng_Latn-0261,eng_Latn,ENTITY_SHIFT,do not archive all invoices for vendor 8368 for november 2024 with amount INR 25000.,"{""AMOUNT"": 25000, ""CURRENCY"": ""INR"", ""MONTH"": 11, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 8368, ""YEAR"": 2024}","{""AMOUNT"": 25000, ""CURRENCY"": ""INR"", ""MONTH"": 11, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 8369, ""YEAR"": 2024}",True
eng_Latn-0261-TEMPORAL_SHIFT,eng_Latn-0261,eng_Latn,TEMPORAL_SHIFT,do not archive all invoices for vendor 8368 for november 2024 with amount INR 25000.,"{""AMOUNT"": 25000, ""CURRENCY"": ""INR"", ""MONTH"": 11, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 8368, ""YEAR"": 2024}","{""AMOUNT"": 25000, ""CURRENCY"": ""INR"", ""MONTH"": 12, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 8368, ""YEAR"": 2024}",True
